sensor,T_in_used,T_f,T_g_top,T_g_mid,T_g_bot,T_s_in
T1Ka,0.9999746504727549,-0.06422984526849734,-0.1461031062515995,-0.04000039848886153,0.4874515438564083,0.786009228835097
T1Ke,0.8474102058265146,0.06210365602774529,0.14705220356658272,0.2952781224863267,0.3834813085074239,0.503350417516386
T1Ta,0.6248751174932174,0.14885267202323127,0.3482014875997301,0.4759171611031313,0.19718271186926803,0.20642076575408347
T1Tb,0.918853310328733,0.006977305048202114,0.020698376739522774,0.14212280300217087,0.3649866967095457,0.5806429578139845
T2A,0.7802323340467561,-0.14076530284785221,-0.2895576243411192,-0.21622876055726536,0.5222407332605756,0.7977478241370577
T2A2,0.7374160561624826,0.10583919327764349,0.25807363684407286,0.42251949866944105,0.3237583091830048,0.3588929871182895
