candidate,n_overlap,mean_C,min_C,max_C,amp_p95_p05_C,T1Ka_amp_p95_p05_C,amp_ratio_vs_T1Ka,mean_candidate_minus_T1Ka_C,corr_with_T1Ka_zero_lag,xcorr_candidate_leads_T1Ka_min,xcorr_best_corr,median_daily_candidate_minus_T1Ka_peak_min,corr_with_G_sol,corr_with_T_a,corr_with_RH,candidate_peak_time_global,T1Ka_peak_time_global,day_mean_candidate_C,day_mean_T1Ka_C,day_mean_candidate_minus_T1Ka_C,night_mean_candidate_C,night_mean_T1Ka_C,night_mean_candidate_minus_T1Ka_C,outdoor_side_behavior_score,interpretation_notes
T2A2,3459,27.469925814397225,24.908051,31.530398,5.3438257,4.0958541,1.3046914195503203,-0.9912736331309628,0.7387511736703236,110.0,0.8788283504069088,-31.0,0.624395911673478,0.8774378928044185,-0.8608982728462429,2026-04-02 12:36:00,2026-04-01 15:14:00,28.947917538205978,28.628790691029902,0.3191268471760798,26.68078965676275,28.371718357871398,-1.6909287011086476,8,amplitude clearly larger than T1Ka; strong solar relation; candidate leads T1Ka by cross-correlation; daily peak occurs before T1Ka
T2A,3459,26.662990343451867,25.551737,28.127127,2.242141799999999,4.0958541,0.547417399462544,-1.7982091040763224,0.7791508419377302,-90.0,0.8865652162405901,124.0,-0.30819676845587823,-0.010949382400936758,0.03864963658084607,2026-04-01 17:18:00,2026-04-01 15:14:00,26.343029667774086,28.628790691029902,-2.2857610232558137,26.83382522305987,28.371718357871398,-1.53789313481153,0,amplitude much lower than T1Ka; weak solar relation; candidate lags T1Ka; less likely outdoor-side; daily peak occurs after T1Ka; cooler than T1Ka during daytime
