timestamp,T2A2,T1Ka_inner_roof,G_sol,T_a,RH
2026-03-31 11:58:00,29.943716,28.248961,339.0,31.2,79.0
2026-03-31 11:59:00,29.926393,28.268122,533.0,31.1,80.0
2026-03-31 12:00:00,29.942422,28.303696,533.0,31.1,80.0
2026-03-31 12:01:00,29.958237,28.33498,533.0,31.1,80.0
2026-03-31 12:02:00,29.981967,28.371289,650.0,31.1,80.0
2026-03-31 12:03:00,30.004893,28.460467,650.0,31.2,79.0
2026-03-31 12:04:00,30.019357,28.457621,714.0,31.2,79.0
2026-03-31 12:05:00,30.037506,28.492168,760.0,31.2,78.0
2026-03-31 12:06:00,30.062959,28.534432,740.0,31.2,78.0
2026-03-31 12:07:00,30.093889,28.610726,740.0,31.3,80.0
2026-03-31 12:08:00,30.117877,28.662985,740.0,31.3,80.0
2026-03-31 12:09:00,30.137368,28.63917,784.0,31.4,80.0
2026-03-31 12:10:00,30.17259,28.696941,784.0,31.4,80.0
2026-03-31 12:11:00,30.208192,28.715936,824.0,31.4,80.0
2026-03-31 12:12:00,30.231363,28.758176,824.0,31.4,81.0
2026-03-31 12:13:00,30.260338,28.810921,784.0,31.5,81.0
2026-03-31 12:14:00,30.286315,28.826783,784.0,31.5,81.0
2026-03-31 12:15:00,30.309782,28.843375,759.0,31.6,81.0
2026-03-31 12:16:00,,,796.0,31.6,81.0
2026-03-31 12:17:00,30.366731,28.910495,809.0,31.5,80.0
2026-03-31 12:18:00,30.370612,28.934475,784.0,31.4,79.0
2026-03-31 12:19:00,30.352321,28.899484,809.0,31.4,79.0
2026-03-31 12:20:00,30.366842,28.908402,786.0,31.3,80.0
2026-03-31 12:21:00,30.390218,28.896713,821.0,31.3,80.0
2026-03-31 12:22:00,30.423344,28.921289,403.0,31.2,80.0
2026-03-31 12:23:00,30.418446,28.914036,719.0,31.2,80.0
2026-03-31 12:24:00,30.428894,28.904243,719.0,31.2,80.0
2026-03-31 12:25:00,30.437397,28.848624,269.0,31.2,79.0
2026-03-31 12:26:00,30.456119,28.821056,269.0,31.2,79.0
2026-03-31 12:27:00,30.461318,28.806668,269.0,31.2,79.0
2026-03-31 12:28:00,30.472101,28.807351,269.0,31.2,80.0
2026-03-31 12:29:00,30.493084,28.83017,269.0,31.2,80.0
2026-03-31 12:30:00,30.493231,28.827522,754.0,31.2,79.0
2026-03-31 12:31:00,30.483899,28.851592,754.0,31.2,78.0
2026-03-31 12:32:00,30.492787,28.871282,872.0,31.2,77.0
2026-03-31 12:33:00,30.490443,28.856608,872.0,31.2,77.0
2026-03-31 12:34:00,30.501044,28.838158,872.0,31.2,77.0
2026-03-31 12:35:00,30.507926,28.884875,872.0,31.2,77.0
2026-03-31 12:36:00,30.518971,28.898569,338.0,31.2,76.0
2026-03-31 12:37:00,30.524489,28.896423,338.0,31.2,76.0
2026-03-31 12:38:00,30.517671,28.901168,338.0,31.2,76.0
2026-03-31 12:39:00,30.531291,28.939402,482.0,31.2,76.0
2026-03-31 12:40:00,30.553023,29.000353,482.0,31.3,76.0
2026-03-31 12:41:00,30.572199,29.045526,814.0,31.3,76.0
2026-03-31 12:42:00,30.593892,29.051953,814.0,31.3,76.0
2026-03-31 12:43:00,30.615377,29.05357,267.0,31.3,77.0
2026-03-31 12:44:00,30.611069,29.031169,267.0,31.4,77.0
2026-03-31 12:45:00,30.635551,29.00188,223.0,31.4,77.0
2026-03-31 12:46:00,30.656461,29.036627,197.0,31.4,77.0
2026-03-31 12:47:00,30.66162,29.009568,185.0,31.5,78.0
2026-03-31 12:48:00,30.680485,28.978337,185.0,31.6,78.0
2026-03-31 12:49:00,30.671535,28.936959,176.0,31.6,78.0
2026-03-31 12:50:00,30.673201,28.883294,176.0,31.6,78.0
2026-03-31 12:51:00,30.661355,28.876378,174.0,31.6,78.0
2026-03-31 12:52:00,30.673149,28.872108,178.0,31.6,79.0
2026-03-31 12:53:00,30.680328,28.897652,188.0,31.6,79.0
2026-03-31 12:54:00,30.676661,28.867814,213.0,31.4,79.0
2026-03-31 12:55:00,30.682549,28.858649,213.0,31.3,79.0
2026-03-31 12:56:00,30.664161,28.848899,255.0,31.3,79.0
2026-03-31 12:57:00,30.659781,28.831784,248.0,31.2,79.0
2026-03-31 12:58:00,30.654935,28.82076,248.0,31.2,80.0
2026-03-31 12:59:00,30.650512,28.842319,272.0,31.1,80.0
2026-03-31 13:00:00,30.636867,28.836779,318.0,31.1,79.0
2026-03-31 13:01:00,30.625428,28.864336,770.0,31.0,80.0
2026-03-31 13:02:00,30.641212,28.934153,772.0,30.9,80.0
2026-03-31 13:03:00,30.632358,28.974859,712.0,30.9,81.0
2026-03-31 13:04:00,30.644283,28.978536,793.0,31.0,81.0
2026-03-31 13:05:00,30.655504,29.003117,793.0,31.1,81.0
2026-03-31 13:06:00,30.671455,28.966422,798.0,31.1,80.0
2026-03-31 13:07:00,30.684276,28.925688,824.0,31.1,80.0
2026-03-31 13:08:00,30.700347,28.891254,795.0,31.1,80.0
2026-03-31 13:09:00,30.713604,28.868249,768.0,31.1,79.0
2026-03-31 13:10:00,30.70766,28.854337,763.0,31.2,79.0
2026-03-31 13:11:00,30.70019,28.829464,434.0,31.2,79.0
2026-03-31 13:12:00,30.698641,28.827502,434.0,31.2,80.0
2026-03-31 13:13:00,30.695191,28.805647,700.0,31.3,80.0
2026-03-31 13:14:00,30.703075,28.807073,830.0,31.3,80.0
2026-03-31 13:15:00,30.705568,28.78074,791.0,31.3,80.0
2026-03-31 13:16:00,30.714569,28.800462,817.0,31.3,80.0
2026-03-31 13:17:00,30.709094,28.809918,824.0,31.4,80.0
2026-03-31 13:18:00,30.715768,28.803923,833.0,31.4,80.0
2026-03-31 13:19:00,30.715954,28.814016,833.0,31.4,79.0
2026-03-31 13:20:00,30.719857,28.821467,814.0,31.4,79.0
2026-03-31 13:21:00,30.707273,28.814369,803.0,31.4,79.0
2026-03-31 13:22:00,30.711867,28.844646,784.0,31.5,79.0
2026-03-31 13:23:00,30.703582,28.827314,761.0,31.5,79.0
2026-03-31 13:24:00,30.709699,28.851057,726.0,31.5,79.0
2026-03-31 13:25:00,30.698373,28.863252,726.0,31.4,79.0
2026-03-31 13:26:00,30.66981,28.858527,726.0,31.4,78.0
2026-03-31 13:27:00,30.650874,28.874683,207.0,31.4,79.0
2026-03-31 13:28:00,30.628639,28.879893,130.0,31.3,78.0
2026-03-31 13:29:00,30.610282,28.878095,130.0,31.3,79.0
2026-03-31 13:30:00,30.594452,28.928107,116.0,31.2,79.0
2026-03-31 13:31:00,30.591867,28.912048,111.0,31.2,79.0
2026-03-31 13:32:00,30.567514,28.912604,111.0,31.1,80.0
2026-03-31 13:33:00,30.53666,28.920372,105.0,30.9,80.0
2026-03-31 13:34:00,30.516749,28.920312,104.0,30.8,81.0
2026-03-31 13:35:00,30.496807,28.924141,102.0,30.5,81.0
2026-03-31 13:36:00,30.478075,28.961278,102.0,30.3,81.0
2026-03-31 13:37:00,30.459945,28.933764,102.0,30.1,81.0
2026-03-31 13:38:00,30.428948,28.937857,102.0,29.9,81.0
2026-03-31 13:39:00,30.407967,28.891217,102.0,29.7,81.0
2026-03-31 13:40:00,30.386233,28.943851,102.0,29.5,81.0
2026-03-31 13:41:00,30.363613,28.936505,100.0,29.3,82.0
2026-03-31 13:42:00,30.357385,28.935007,100.0,29.1,82.0
2026-03-31 13:43:00,30.323464,28.943442,100.0,29.0,83.0
2026-03-31 13:44:00,30.299158,28.953241,100.0,28.9,83.0
2026-03-31 13:45:00,30.282413,28.943689,100.0,28.8,83.0
2026-03-31 13:46:00,30.245014,28.938209,100.0,28.7,83.0
2026-03-31 13:47:00,30.229008,28.962589,100.0,28.6,84.0
2026-03-31 13:48:00,30.189014,28.950076,100.0,28.5,83.0
2026-03-31 13:49:00,28.896717,28.948005,101.0,28.5,83.0
2026-03-31 13:50:00,28.928732,28.956249,102.0,28.4,84.0
2026-03-31 13:51:00,28.931172,28.955322,102.0,28.4,84.0
2026-03-31 13:52:00,28.937747,28.952285,102.0,28.3,84.0
2026-03-31 13:53:00,28.937481,28.973926,102.0,28.3,84.0
2026-03-31 13:54:00,28.938357,28.955294,102.0,28.2,85.0
2026-03-31 13:55:00,28.910425,28.955562,102.0,28.2,85.0
2026-03-31 13:56:00,28.986546,28.963569,104.0,28.1,85.0
2026-03-31 13:57:00,29.061139,28.964706,104.0,28.1,85.0
2026-03-31 13:58:00,29.069779,28.954198,104.0,28.1,85.0
2026-03-31 13:59:00,29.052591,28.955073,104.0,28.1,86.0
2026-03-31 14:00:00,29.043856,28.97416,105.0,28.1,86.0
2026-03-31 14:01:00,29.032326,28.965483,105.0,28.1,86.0
2026-03-31 14:02:00,29.005496,28.956438,105.0,28.1,86.0
2026-03-31 14:03:00,28.998628,28.952441,105.0,28.1,86.0
2026-03-31 14:04:00,28.988752,28.9681,105.0,28.1,86.0
2026-03-31 14:05:00,28.989448,28.961987,105.0,28.1,86.0
2026-03-31 14:06:00,28.990772,28.957587,105.0,28.1,86.0
2026-03-31 14:07:00,28.996995,28.978669,104.0,28.1,86.0
2026-03-31 14:08:00,28.982064,28.96997,102.0,28.1,86.0
2026-03-31 14:09:00,28.962039,28.958766,102.0,28.1,86.0
2026-03-31 14:10:00,28.965971,28.99215,102.0,28.1,86.0
2026-03-31 14:11:00,28.968278,28.972491,104.0,28.1,86.0
2026-03-31 14:12:00,28.950997,28.965756,104.0,28.1,86.0
2026-03-31 14:13:00,28.935696,28.988391,105.0,28.1,86.0
2026-03-31 14:14:00,28.925065,29.018815,105.0,28.1,86.0
2026-03-31 14:15:00,28.92026,29.007631,105.0,28.1,86.0
2026-03-31 14:16:00,28.911336,28.998674,104.0,28.1,86.0
2026-03-31 14:17:00,28.90294,29.012089,100.0,28.1,86.0
2026-03-31 14:18:00,28.894287,29.006434,100.0,28.1,86.0
2026-03-31 14:19:00,28.887044,29.00435,102.0,28.1,86.0
2026-03-31 14:20:00,28.883467,29.011754,102.0,28.1,85.0
2026-03-31 14:21:00,28.86376,29.007883,102.0,28.1,86.0
2026-03-31 14:22:00,28.856122,29.02724,102.0,28.1,86.0
2026-03-31 14:23:00,28.858446,29.020747,102.0,28.1,85.0
2026-03-31 14:24:00,28.854072,29.022146,99.0,28.1,85.0
2026-03-31 14:25:00,28.858159,29.023279,98.0,28.2,85.0
2026-03-31 14:26:00,28.852268,29.020211,97.0,28.2,85.0
2026-03-31 14:27:00,28.846141,29.033113,95.0,28.2,85.0
2026-03-31 14:28:00,28.848454,29.047282,93.0,28.2,85.0
2026-03-31 14:29:00,28.841934,29.043135,91.0,28.3,85.0
2026-03-31 14:30:00,28.833768,29.034823,90.0,28.3,85.0
2026-03-31 14:31:00,28.822876,29.048177,90.0,28.3,85.0
2026-03-31 14:32:00,28.820551,29.063217,90.0,28.3,85.0
2026-03-31 14:33:00,28.810191,29.071114,90.0,28.3,85.0
2026-03-31 14:34:00,28.822227,29.075698,90.0,28.3,85.0
2026-03-31 14:35:00,28.821535,29.071875,90.0,28.3,85.0
2026-03-31 14:36:00,28.826071,29.068682,91.0,28.4,85.0
2026-03-31 14:37:00,28.844305,29.061784,93.0,28.4,85.0
2026-03-31 14:38:00,28.847966,29.084361,95.0,28.4,85.0
2026-03-31 14:39:00,28.844879,29.095698,100.0,28.4,85.0
2026-03-31 14:40:00,28.844229,29.093667,104.0,28.4,85.0
2026-03-31 14:41:00,28.844153,29.100959,105.0,28.4,85.0
2026-03-31 14:42:00,28.837324,29.095616,107.0,28.4,85.0
2026-03-31 14:43:00,28.854633,29.098152,107.0,28.5,85.0
2026-03-31 14:44:00,28.82942,29.107863,107.0,28.5,85.0
2026-03-31 14:45:00,28.814202,29.100786,111.0,28.5,85.0
2026-03-31 14:46:00,28.787393,29.126552,113.0,28.5,85.0
2026-03-31 14:47:00,28.77638,29.123752,113.0,28.5,85.0
2026-03-31 14:48:00,28.763592,29.140074,113.0,28.6,85.0
2026-03-31 14:49:00,28.755702,29.131087,120.0,28.6,85.0
2026-03-31 14:50:00,28.7332,29.130873,123.0,28.6,85.0
2026-03-31 14:51:00,28.732058,29.128411,127.0,28.6,85.0
2026-03-31 14:52:00,28.705771,29.149676,134.0,28.6,85.0
2026-03-31 14:53:00,28.704985,29.166106,137.0,28.6,85.0
2026-03-31 14:54:00,28.702379,29.17272,142.0,28.6,85.0
2026-03-31 14:55:00,28.691424,29.163733,142.0,28.5,85.0
2026-03-31 14:56:00,28.661429,29.157575,156.0,28.5,85.0
2026-03-31 14:57:00,28.661548,29.165871,165.0,28.5,85.0
2026-03-31 14:58:00,28.655304,29.179186,172.0,28.5,86.0
2026-03-31 14:59:00,28.652011,29.1719,172.0,28.5,86.0
2026-03-31 15:00:00,28.655059,29.173399,213.0,28.5,86.0
2026-03-31 15:01:00,28.665079,29.159249,232.0,28.5,86.0
2026-03-31 15:02:00,28.663357,29.177219,253.0,28.6,86.0
2026-03-31 15:03:00,28.646707,29.190402,253.0,28.6,86.0
2026-03-31 15:04:00,28.652538,29.189112,253.0,28.6,86.0
2026-03-31 15:05:00,28.681377,29.214778,323.0,28.6,86.0
2026-03-31 15:06:00,28.689865,29.204734,332.0,28.7,86.0
2026-03-31 15:07:00,28.700147,29.209501,311.0,28.7,86.0
2026-03-31 15:08:00,28.721391,29.209274,313.0,28.7,86.0
2026-03-31 15:09:00,28.706249,29.207077,320.0,28.8,86.0
2026-03-31 15:10:00,28.730741,29.216202,320.0,28.8,85.0
2026-03-31 15:11:00,28.716634,29.240159,366.0,28.9,85.0
2026-03-31 15:12:00,28.712621,29.24266,396.0,28.9,84.0
2026-03-31 15:13:00,28.720362,29.249815,401.0,29.0,84.0
2026-03-31 15:14:00,28.715065,29.255191,397.0,29.1,84.0
2026-03-31 15:15:00,28.7016,29.256955,376.0,29.1,83.0
2026-03-31 15:16:00,28.715701,29.269048,376.0,29.2,84.0
2026-03-31 15:17:00,28.73081,29.263584,378.0,29.2,84.0
2026-03-31 15:18:00,28.72808,29.286943,399.0,29.3,83.0
2026-03-31 15:19:00,28.720363,29.296069,397.0,29.3,82.0
2026-03-31 15:20:00,28.728515,29.306029,345.0,29.4,82.0
2026-03-31 15:21:00,28.729037,29.331096,345.0,29.4,82.0
2026-03-31 15:22:00,28.752702,29.314193,345.0,29.6,82.0
2026-03-31 15:23:00,28.759131,29.335294,411.0,29.6,82.0
2026-03-31 15:24:00,28.779102,29.336506,411.0,29.7,82.0
2026-03-31 15:25:00,28.80694,29.339101,411.0,29.7,82.0
2026-03-31 15:26:00,28.827309,29.361638,378.0,29.8,82.0
2026-03-31 15:27:00,28.858699,29.371541,429.0,29.9,82.0
2026-03-31 15:28:00,28.894589,29.358948,452.0,29.9,83.0
2026-03-31 15:29:00,28.927761,29.381933,427.0,30.0,83.0
2026-03-31 15:30:00,28.9428,29.390597,413.0,30.1,82.0
2026-03-31 15:31:00,28.971539,29.404073,411.0,30.2,81.0
2026-03-31 15:32:00,29.003754,29.409831,360.0,30.2,81.0
2026-03-31 15:33:00,29.00357,29.422358,278.0,30.3,81.0
2026-03-31 15:34:00,28.9839,29.443812,366.0,30.4,81.0
2026-03-31 15:35:00,28.994051,29.456523,371.0,30.4,81.0
2026-03-31 15:36:00,28.999856,29.464908,362.0,30.6,81.0
2026-03-31 15:37:00,29.020589,29.492616,329.0,30.6,81.0
2026-03-31 15:38:00,29.039335,29.491963,329.0,30.7,81.0
2026-03-31 15:39:00,29.034861,29.505824,206.0,30.7,81.0
2026-03-31 15:40:00,29.051764,29.525585,246.0,30.8,81.0
2026-03-31 15:41:00,29.070561,29.536126,250.0,30.9,81.0
2026-03-31 15:42:00,29.093085,29.537354,330.0,30.9,81.0
2026-03-31 15:43:00,29.132744,29.542495,330.0,30.9,81.0
2026-03-31 15:44:00,29.139474,29.549385,355.0,30.9,81.0
2026-03-31 15:45:00,29.147313,29.562978,359.0,30.9,81.0
2026-03-31 15:46:00,29.165125,29.563273,359.0,30.9,80.0
2026-03-31 15:47:00,29.158277,29.573463,341.0,30.9,81.0
2026-03-31 15:48:00,29.164695,29.571906,338.0,30.9,81.0
2026-03-31 15:49:00,29.177329,29.577997,346.0,30.9,81.0
2026-03-31 15:50:00,29.169557,29.588745,339.0,30.9,81.0
2026-03-31 15:51:00,29.192506,29.590953,327.0,31.0,81.0
2026-03-31 15:52:00,29.17099,29.596629,320.0,31.1,81.0
2026-03-31 15:53:00,29.143783,29.614384,304.0,31.1,80.0
2026-03-31 15:54:00,29.152155,29.622769,285.0,31.1,81.0
2026-03-31 15:55:00,29.147972,29.613843,287.0,31.1,81.0
2026-03-31 15:56:00,29.157729,29.625926,316.0,31.2,81.0
2026-03-31 15:57:00,29.165696,29.622298,330.0,31.2,81.0
2026-03-31 15:58:00,29.153804,29.625949,336.0,31.2,81.0
2026-03-31 15:59:00,29.128282,29.647831,336.0,31.2,80.0
2026-03-31 16:00:00,29.122961,29.642113,336.0,31.2,80.0
2026-03-31 16:01:00,29.120042,29.622359,334.0,31.2,80.0
2026-03-31 16:02:00,29.111853,29.6491,345.0,31.2,81.0
2026-03-31 16:03:00,29.10911,29.654612,350.0,31.2,80.0
2026-03-31 16:04:00,29.105943,29.672572,336.0,31.2,81.0
2026-03-31 16:05:00,29.096113,29.690305,301.0,31.2,81.0
2026-03-31 16:06:00,29.1007,29.681315,301.0,31.2,81.0
2026-03-31 16:07:00,29.107082,29.683559,214.0,31.2,80.0
2026-03-31 16:08:00,29.096869,29.68754,213.0,31.2,80.0
2026-03-31 16:09:00,29.092833,29.706915,178.0,31.2,80.0
2026-03-31 16:10:00,29.075407,29.70812,162.0,31.1,80.0
2026-03-31 16:11:00,29.053711,29.710711,162.0,31.1,80.0
2026-03-31 16:12:00,29.045556,29.711264,169.0,31.0,80.0
2026-03-31 16:13:00,29.046201,29.710647,186.0,30.9,81.0
2026-03-31 16:14:00,29.043893,29.719569,246.0,30.9,81.0
2026-03-31 16:15:00,29.048151,29.723429,255.0,30.9,81.0
2026-03-31 16:16:00,29.050799,29.724266,248.0,30.9,81.0
2026-03-31 16:17:00,29.071402,29.730718,264.0,30.9,81.0
2026-03-31 16:18:00,29.073647,29.726555,271.0,30.9,82.0
2026-03-31 16:19:00,29.07996,29.717784,271.0,30.9,82.0
2026-03-31 16:20:00,29.070895,29.727348,279.0,30.9,82.0
2026-03-31 16:21:00,29.074539,29.744719,262.0,31.0,82.0
2026-03-31 16:22:00,29.063724,29.749345,262.0,30.9,82.0
2026-03-31 16:23:00,29.051771,29.754928,166.0,30.9,82.0
2026-03-31 16:24:00,29.056654,29.747933,153.0,30.9,82.0
2026-03-31 16:25:00,29.060036,29.756979,105.0,30.9,83.0
2026-03-31 16:26:00,29.039413,29.783525,98.0,30.9,83.0
2026-03-31 16:27:00,29.017262,29.730237,98.0,30.8,83.0
2026-03-31 16:28:00,28.998168,29.773378,79.0,30.7,83.0
2026-03-31 16:29:00,28.979607,29.770843,70.0,30.7,83.0
2026-03-31 16:30:00,28.974283,29.780245,53.0,30.6,83.0
2026-03-31 16:31:00,28.937541,29.786154,46.0,30.6,83.0
2026-03-31 16:32:00,28.921175,29.798987,46.0,30.5,84.0
2026-03-31 16:33:00,28.88525,29.78957,46.0,30.5,84.0
2026-03-31 16:34:00,28.860919,29.783105,35.0,30.4,84.0
2026-03-31 16:35:00,28.869792,29.777403,33.0,30.3,84.0
2026-03-31 16:36:00,28.877515,29.798961,33.0,30.2,85.0
2026-03-31 16:37:00,28.85792,29.800862,38.0,30.1,85.0
2026-03-31 16:38:00,28.891165,29.815133,41.0,30.1,85.0
2026-03-31 16:39:00,28.873779,29.819576,42.0,29.9,86.0
2026-03-31 16:40:00,28.857217,29.820836,53.0,29.9,85.0
2026-03-31 16:41:00,28.865685,29.81145,58.0,29.8,85.0
2026-03-31 16:42:00,28.857088,29.802859,63.0,29.8,85.0
2026-03-31 16:43:00,28.857875,29.813499,63.0,29.7,86.0
2026-03-31 16:44:00,28.851494,29.801626,68.0,29.7,86.0
2026-03-31 16:45:00,28.844996,29.809149,63.0,29.7,86.0
2026-03-31 16:46:00,28.857011,29.816884,60.0,29.7,86.0
2026-03-31 16:47:00,28.848085,29.808533,60.0,29.7,86.0
2026-03-31 16:48:00,28.852984,29.813567,62.0,29.7,86.0
2026-03-31 16:49:00,28.838197,29.816069,63.0,29.7,86.0
2026-03-31 16:50:00,28.858978,29.826346,63.0,29.7,86.0
2026-03-31 16:51:00,28.866228,29.799494,65.0,29.7,86.0
2026-03-31 16:52:00,28.860209,29.801715,62.0,29.7,86.0
2026-03-31 16:53:00,28.84666,29.833225,60.0,29.7,86.0
2026-03-31 16:54:00,28.842715,29.786749,56.0,29.8,86.0
2026-03-31 16:55:00,28.821864,29.80319,53.0,29.8,86.0
2026-03-31 16:56:00,28.815963,29.794476,49.0,29.8,86.0
2026-03-31 16:57:00,28.80691,29.80833,46.0,29.8,86.0
2026-03-31 16:58:00,28.801166,29.808853,42.0,29.8,86.0
2026-03-31 16:59:00,28.79264,29.797679,37.0,29.8,86.0
2026-03-31 17:00:00,28.789264,29.780468,33.0,29.8,86.0
2026-03-31 17:01:00,28.787702,29.801231,30.0,29.8,86.0
2026-03-31 17:02:00,28.797988,29.824207,30.0,29.8,86.0
2026-03-31 17:03:00,28.779984,29.80753,25.0,29.9,86.0
2026-03-31 17:04:00,28.785096,29.795834,23.0,29.8,86.0
2026-03-31 17:05:00,28.776037,29.799442,23.0,29.9,86.0
2026-03-31 17:06:00,28.763496,29.800362,25.0,29.9,86.0
2026-03-31 17:07:00,28.768415,29.791772,26.0,29.9,86.0
2026-03-31 17:08:00,28.753466,29.803841,26.0,29.9,86.0
2026-03-31 17:09:00,28.75004,29.820064,26.0,29.9,86.0
2026-03-31 17:10:00,28.751087,29.806639,26.0,29.9,86.0
2026-03-31 17:11:00,28.766186,29.811098,23.0,29.9,87.0
2026-03-31 17:12:00,28.757657,29.809045,21.0,29.9,87.0
2026-03-31 17:13:00,28.764283,29.800324,21.0,29.9,87.0
2026-03-31 17:14:00,28.751896,29.810877,21.0,29.8,88.0
2026-03-31 17:15:00,28.747455,29.797273,19.0,29.7,88.0
2026-03-31 17:16:00,28.735022,29.795697,18.0,29.7,88.0
2026-03-31 17:17:00,28.734696,29.800727,16.0,29.6,88.0
2026-03-31 17:18:00,28.730669,29.804246,16.0,29.5,88.0
2026-03-31 17:19:00,28.735452,29.794493,12.0,29.4,88.0
2026-03-31 17:20:00,28.723485,29.808118,12.0,29.3,89.0
2026-03-31 17:21:00,28.7245,29.808886,11.0,29.2,89.0
2026-03-31 17:22:00,28.71808,29.810194,11.0,29.1,89.0
2026-03-31 17:23:00,28.713136,29.813624,11.0,29.1,89.0
2026-03-31 17:24:00,28.711548,29.812916,9.0,29.1,90.0
2026-03-31 17:25:00,28.713863,29.803928,9.0,29.0,90.0
2026-03-31 17:26:00,28.712988,29.81937,9.0,28.9,90.0
2026-03-31 17:27:00,28.720193,29.805038,9.0,28.8,90.0
2026-03-31 17:28:00,28.717136,29.809104,5.0,28.8,90.0
2026-03-31 17:29:00,28.715932,29.79683,5.0,28.7,91.0
2026-03-31 17:30:00,28.68988,29.799056,0.0,28.6,91.0
2026-03-31 17:31:00,28.651862,29.801855,0.0,28.3,90.0
2026-03-31 17:32:00,28.632966,29.799882,0.0,28.2,90.0
2026-03-31 17:33:00,28.626127,29.804836,0.0,28.0,90.0
2026-03-31 17:34:00,28.615519,29.783171,0.0,27.9,91.0
2026-03-31 17:35:00,28.60551,29.790601,0.0,27.8,91.0
2026-03-31 17:36:00,28.600728,29.802091,0.0,27.8,91.0
2026-03-31 17:37:00,28.59395,29.798764,0.0,27.7,91.0
2026-03-31 17:38:00,28.578985,29.79135,0.0,27.7,91.0
2026-03-31 17:39:00,28.582598,29.77864,5.0,27.7,91.0
2026-03-31 17:40:00,28.587322,29.7718,5.0,27.7,92.0
2026-03-31 17:41:00,28.57956,29.767889,7.0,27.7,92.0
2026-03-31 17:42:00,28.571647,29.777048,9.0,27.6,92.0
2026-03-31 17:43:00,28.548601,29.763657,9.0,27.6,92.0
2026-03-31 17:44:00,28.530274,29.764053,11.0,27.6,92.0
2026-03-31 17:45:00,28.523995,29.758416,11.0,27.6,92.0
2026-03-31 17:46:00,28.50559,29.746726,11.0,27.6,92.0
2026-03-31 17:47:00,28.501584,29.747674,7.0,27.6,91.0
2026-03-31 17:48:00,28.481947,29.74416,5.0,27.6,91.0
2026-03-31 17:49:00,28.491178,29.734608,5.0,27.5,91.0
2026-03-31 17:50:00,28.482493,29.738077,5.0,27.5,91.0
2026-03-31 17:51:00,28.475419,29.731537,5.0,27.5,91.0
2026-03-31 17:52:00,28.459027,29.720796,5.0,27.5,92.0
2026-03-31 17:53:00,28.45259,29.722852,0.0,27.5,91.0
2026-03-31 17:54:00,28.441358,29.717913,0.0,27.4,91.0
2026-03-31 17:55:00,28.423618,29.699508,0.0,27.4,91.0
2026-03-31 17:56:00,28.405804,29.714447,0.0,27.3,91.0
2026-03-31 17:57:00,28.391238,29.697625,0.0,27.2,91.0
2026-03-31 17:58:00,28.367855,29.695892,0.0,27.2,91.0
2026-03-31 17:59:00,28.346397,29.692917,0.0,27.1,91.0
2026-03-31 18:00:00,28.340267,29.692083,0.0,27.1,91.0
2026-03-31 18:01:00,28.332117,29.688938,0.0,27.1,91.0
2026-03-31 18:02:00,28.316092,29.680403,0.0,27.0,92.0
2026-03-31 18:03:00,28.318706,29.677541,0.0,27.0,92.0
2026-03-31 18:04:00,28.318269,29.674481,0.0,26.9,92.0
2026-03-31 18:05:00,28.304751,29.67171,0.0,27.0,92.0
2026-03-31 18:06:00,28.298647,29.669289,0.0,27.0,92.0
2026-03-31 18:07:00,28.292206,29.655317,0.0,27.0,92.0
2026-03-31 18:08:00,28.278968,29.651841,0.0,26.9,92.0
2026-03-31 18:09:00,28.271315,29.647987,0.0,26.9,92.0
2026-03-31 18:10:00,28.270626,29.652768,0.0,26.9,92.0
2026-03-31 18:11:00,28.261458,29.645183,0.0,26.9,92.0
2026-03-31 18:12:00,28.25586,29.647942,0.0,26.9,92.0
2026-03-31 18:13:00,28.255574,29.642049,0.0,27.0,92.0
2026-03-31 18:14:00,28.233948,29.622894,0.0,27.1,92.0
2026-03-31 18:15:00,28.232686,29.622582,0.0,27.1,92.0
2026-03-31 18:16:00,28.231243,29.613371,0.0,27.0,92.0
2026-03-31 18:17:00,28.21692,29.627478,0.0,26.9,92.0
2026-03-31 18:18:00,28.202288,29.603781,0.0,26.9,92.0
2026-03-31 18:19:00,28.190742,29.611282,0.0,26.9,92.0
2026-03-31 18:20:00,28.169492,29.605132,0.0,26.9,93.0
2026-03-31 18:21:00,28.163119,29.599026,0.0,26.8,93.0
2026-03-31 18:22:00,28.133707,29.589977,0.0,26.7,93.0
2026-03-31 18:23:00,28.117837,29.585352,0.0,26.7,93.0
2026-03-31 18:24:00,28.121971,29.58682,0.0,26.6,94.0
2026-03-31 18:25:00,28.103014,29.573403,0.0,26.6,94.0
2026-03-31 18:26:00,28.108606,29.598574,0.0,26.6,94.0
2026-03-31 18:27:00,28.099894,29.58092,0.0,26.5,94.0
2026-03-31 18:28:00,28.08712,29.576179,0.0,26.5,94.0
2026-03-31 18:29:00,28.087597,29.566645,0.0,26.4,94.0
2026-03-31 18:30:00,28.069513,29.5733,0.0,26.4,94.0
2026-03-31 18:31:00,28.066701,29.560304,0.0,26.4,94.0
2026-03-31 18:32:00,28.062929,29.547686,0.0,26.4,94.0
2026-03-31 18:33:00,28.05737,29.556019,0.0,26.4,94.0
2026-03-31 18:34:00,28.044689,29.537951,0.0,26.4,94.0
2026-03-31 18:35:00,28.040281,29.542848,0.0,26.4,95.0
2026-03-31 18:36:00,28.042124,29.525549,0.0,26.4,95.0
