candidate_col,n,bias_C,mae_C,rmse_C,obs_mean_C,obs_min_C,obs_max_C,obs_amp_C,model_amp_C,amp_error_C,corr_zero_lag
T1Ka,3459,0.09968733204574476,0.5386967675660297,0.6415268551669494,28.461199447528188,26.459432,31.306007,4.846575000000001,3.1410742302656445,-1.705500769734357,0.861989436083851
T2A2,3459,1.0909609651767074,1.6920095794683483,1.84033065915543,27.469925814397225,24.908051,31.530398,6.622347000000001,3.1410742302656445,-3.481272769734357,0.5370606350477647
T1Ke,3459,-0.6415993074454377,1.4704839066321875,1.963282283821189,29.202486087019373,26.114719,35.04812,8.933400999999996,3.1410742302656445,-5.792326769734352,0.6472881972023912
T2A,3459,1.8978964361220674,1.8978964361220674,1.9884168019699855,26.662990343451867,25.551737,28.127127,2.5753900000000023,3.1410742302656445,0.5656842302656422,0.7998358633190586
T1Ta2,3459,2.475087437856673,2.4772753388822557,2.6744748448839606,26.08579934171726,24.02278,29.40962,5.386839999999999,3.1410742302656445,-2.245765769734355,0.6457682727897047
T1Tb,3459,-0.7835737954477505,2.20328825999448,2.828869875607288,29.34446057502168,25.14522,38.172465,13.027245000000004,3.1410742302656445,-9.88617076973436,0.723678242558187
T1Ta,3459,-0.49039674427689206,4.23511520393377,5.273028254779205,29.051283523850827,23.487547,44.486429,20.998882000000002,3.1410742302656445,-17.857807769734357,0.33818119676837166
