datetime,T_physics_C,T_measured_C,T_a,G_sol,T_in_used,theta_top,theta_mid,theta_bot,theta_mean,j_pr,j_rain,j_irrigation,irrigation_flag,j_eva,q_s_in,T_f,T_g_top,T_g_mid,T_g_bot,residual_C,hour,sin_hour,cos_hour,plant_type,case,is_CAM,is_C3
2026-04-02 01:25:00,27.99041222866208,24.85762,25.30000000000001,0.0,27.425113936244202,0.6593745864103311,0.660856616635497,0.6592776193088548,0.6603382010325759,0.0,0.0,0.0,0.0,6.996735852828602e-07,4.522386339343029,22.84166305175262,25.228640283361074,26.585919872884006,27.864122065942695,-3.1327922286620797,1.4166666666666667,0.36243803828370164,0.9320078692827986,CAM,CAM_main,1,0
2026-04-02 01:26:00,27.986465907217678,24.856152,25.30000000000001,0.0,27.42116066155762,0.6592984935575644,0.6607795821735287,0.6592018160657167,0.6602615215172952,0.0,0.0,0.0,0.0,6.947550897702371e-07,4.52244196528045,22.832995150140164,25.22559166745043,26.583937349429334,27.86064714869582,-3.130313907217676,1.4333333333333333,0.36650122672429725,0.9304175679820246,CAM,CAM_main,1,0
2026-04-02 01:27:00,27.982511918343505,24.858191,25.30000000000001,0.0,27.41712841881929,0.6592225525290683,0.6607026661237504,0.6591261334052706,0.660184967873059,0.0,0.0,0.0,0.0,6.900910882717177e-07,4.523067996193731,22.825722816343557,25.222700748328066,26.581872349475987,27.857171148151167,-3.1243209183435035,1.45,0.3705574375098362,0.9288095528719242,CAM,CAM_main,1,0
2026-04-02 01:28:00,27.978655411270836,24.851064,25.30000000000001,0.0,27.41897074352056,0.6591467546030791,0.6606258690718775,0.6590505710638938,0.6601085395362287,0.0,0.0,0.0,0.0,6.856523140657197e-07,4.477477342002203,22.819620959444137,25.219949397245955,26.579726737178134,27.853694261904423,-3.127591411270835,1.4666666666666668,0.37460659341591207,0.9271838545667874,CAM,CAM_main,1,0
2026-04-02 01:29:00,27.974969289294222,24.854203,25.30000000000001,0.0,27.417118431148992,0.6590710942355222,0.6605491918953317,0.6589751286444256,0.6600322359695155,0.0,0.0,0.0,0.0,6.814195182441724e-07,4.462806865161838,22.814500910312518,25.217325704731024,26.577507038658325,27.850216321240794,-3.120766289294224,1.4833333333333334,0.378648617352433,0.9255405040175664,CAM,CAM_main,1,0
2026-04-02 01:30:00,27.970993149402034,24.847971,25.30000000000001,0.0,27.408260078762282,0.6589955675778834,0.6604726353704178,0.6588998056607205,0.6599560566546614,0.0,0.0,0.0,0.0,6.773766192258332e-07,4.501864565118012,22.810204493843855,25.214819722340735,26.575221211929943,27.846736946157705,-3.1230221494020327,1.5,0.3826834323650898,0.9238795325112867,CAM,CAM_main,1,0
2026-04-02 01:31:00,27.967002024952535,24.838624,25.30000000000001,0.0,27.401012982322356,0.6589201717885333,0.6603962000688289,0.6588246015958364,0.6598800010891233,0.0,0.0,0.0,0.0,6.735086941159238e-07,4.527912341041429,22.806599076072246,25.212422214395133,26.5728773668568,27.84325568350573,-3.1283780249525357,1.5166666666666666,0.38671096163682056,0.9222009716704518,CAM,CAM_main,1,0
2026-04-02 01:32:00,27.962978769294637,24.839672,25.30000000000001,0.0,27.39698217330084,0.6588449046714402,0.6603198863567016,0.6587495159456954,0.6598040687842445,0.0,0.0,0.0,0.0,6.698014713043861e-07,4.527972767950359,22.80357342286686,25.210124343176176,26.570483242590626,27.839772098863932,-3.1233067692946364,1.5333333333333332,0.3907311284892737,0.9205048534524404,CAM,CAM_main,1,0
2026-04-02 01:33:00,27.95909049450347,24.837718,25.30000000000001,0.0,27.393036698220783,0.6587697644687273,0.6602436944240535,0.6586745482429888,0.6597282592640028,0.0,0.0,0.0,0.0,6.662412900091878e-07,4.528430370261503,22.801034235129976,25.20791764454492,26.568045995425393,27.83628582934216,-3.121372494503472,1.55,0.39474385638426723,0.9187912101488983,CAM,CAM_main,1,0
2026-04-02 01:34:00,27.955076220203978,24.831031,25.30000000000001,0.0,27.387340565728948,0.6586947497329895,0.6601676243190315,0.6585996980657296,0.6596525720640127,0.0,0.0,0.0,0.0,6.628151816887713e-07,4.541885235800237,22.79890324851533,25.20579407936509,26.565572123797892,27.83279661104507,-3.1240452202039783,1.5666666666666667,0.3987490689252462,0.917060074385124,CAM,CAM_main,1,0
2026-04-02 01:35:00,27.951219868207716,24.826924,25.30000000000001,0.0,27.38800080896499,0.6586198592442263,0.6600916759787917,0.658524965036387,0.659577006730641,0.0,0.0,0.0,0.0,6.59510958130941e-07,4.505752473941811,22.797114804646014,25.203746089056608,26.563067458403793,27.82930428475686,-3.1242958682077138,1.5833333333333335,0.40274668985873724,0.9153114791194471,CAM,CAM_main,1,0
2026-04-02 01:36:00,27.947544084390927,24.831818,25.30000000000001,0.0,27.39146663960605,0.6585450919533447,0.6600158492550885,0.658450348816251,0.6595015628201877,0.0,0.0,0.0,0.0,6.563172721979935e-07,4.448619558279006,22.795613816449077,25.201766634091427,26.56053718486561,27.82580878237843,-3.1157260843909285,1.6,0.40673664307580015,0.9135454576426009,CAM,CAM_main,1,0
2026-04-02 01:37:00,27.943841579638047,24.826983,25.30000000000001,0.0,27.383933655568626,0.6584704469423421,0.6599401439347343,0.6583758490980299,0.6594262398981241,0.0,0.0,0.0,0.0,6.53223646049818e-07,4.479263392555367,22.794354063135586,25.199849212194067,26.55798588287189,27.822310104952294,-3.1168585796380484,1.6166666666666667,0.4107188526134773,0.9117620435770886,CAM,CAM_main,1,0
2026-04-02 01:38:00,27.93981619409857,24.829015,25.19999999999999,0.0,27.378453668232055,0.6583951367817459,0.6598645597552005,0.6583014655983833,0.6593509929640655,0.0,0.0,0.0,0.0,7.971837222662013e-07,4.4909002069321104,22.78492843682818,25.192310407773903,26.555417563404774,27.818808303704316,-3.1108011940985705,1.6333333333333333,0.414693242656239,0.9099612708765432,CAM,CAM_main,1,0
2026-04-02 01:39:00,27.936264961445602,24.830078,25.19999999999999,0.0,27.38615631497248,0.6583201013459152,0.6597890961663301,0.6582271980511794,0.6592758278845712,0.0,0.0,0.0,0.0,7.858660717001255e-07,4.4008691717849615,22.76938672539393,25.185266286856233,26.55283222890307,27.81530346720001,-3.1061869614456015,1.65,0.4186597375374281,0.9081431738250813,CAM,CAM_main,1,0
2026-04-02 01:40:00,27.932691896136248,24.830716,25.19999999999999,0.0,27.381240038823762,0.658245448264725,0.6597137499720525,0.6581530462017692,0.659200787387644,0.0,0.0,0.0,0.0,7.769476384403841e-07,4.411614858499888,22.75634553678725,25.179715886372264,26.550199999850634,27.811795714780033,-3.101975896136249,1.6666666666666665,0.4226182617406994,0.9063077870366499,CAM,CAM_main,1,0
2026-04-02 01:41:00,27.928731812564536,24.817548,25.19999999999999,0.0,27.369189496807905,0.6581710114970176,0.6596385155879034,0.6580790097996733,0.6591258700561596,0.0,0.0,0.0,0.0,7.689250560978883e-07,4.476338526053041,22.745401288179664,25.174722585135783,26.547472217432244,27.80828518260637,-3.111183812564537,1.6833333333333333,0.42656873990145827,0.904455145454368,CAM,CAM_main,1,0
2026-04-02 01:42:00,27.924749844197038,24.817775,25.19999999999999,0.0,27.36182492985921,0.6580967503283335,0.6595633903552669,0.6580050885716245,0.6590510749815819,0.0,0.0,0.0,0.0,7.61506086700319e-07,4.5033993147026194,22.736215908177996,25.17010446634788,26.544630290531472,27.804771933276015,-3.106974844197037,1.7,0.43051109680829514,0.9025852843498606,CAM,CAM_main,1,0
2026-04-02 01:43:00,27.920848656000942,24.823309,25.19999999999999,0.0,27.36063221916544,0.6580226458361476,0.6594883746813877,0.6579312821606917,0.6589764014119076,0.0,0.0,0.0,0.0,7.545691657663353e-07,4.481731494684027,22.72850609290299,25.16578593850835,26.541680353428262,27.80125580467535,-3.0975396560009436,1.7166666666666668,0.4344452574044171,0.9006982393225879,CAM,CAM_main,1,0
