,0
n,3459.0
corr_T1Ka_T1Ke,0.8487636651933093
mean_T1Ke_minus_T1Ka_C,0.7412866394911825
median_T1Ke_minus_T1Ka_C,0.16413099999999758
T1Ka_amp_C,4.846575000000001
T1Ke_amp_C,8.933400999999996
T1Ke_over_T1Ka_amp_ratio,1.8432400200141323
