n,corr_T1Ka_T1Ke,mean_T1Ke_minus_T1Ka_C,median_T1Ke_minus_T1Ka_C,T1Ka_amp_C,T1Ke_amp_C,T1Ke_over_T1Ka_amp_ratio
3459,0.8487636651933093,0.7412866394911825,0.16413099999999758,4.846575000000001,8.933400999999996,1.8432400200141323
