,sim_T_s_in,obs_T1Ka,error_C,T1Ke_upper_air,T2A2_outer_interface,weather_T_a,weather_G_sol
2026-03-31 11:58:00,28.26503265152337,28.248961,0.016071651523368757,31.699075,29.943716,31.2,339.0
2026-03-31 11:59:00,28.57251099119219,28.268122,0.3043889911921873,31.910684,29.926393,31.1,533.0
2026-03-31 12:00:00,28.731418818875625,28.303696,0.42772281887562613,32.194048,29.942422,31.1,533.0
2026-03-31 12:01:00,28.854874649145415,28.33498,0.5198946491454137,32.367931,29.958237,31.1,533.0
2026-03-31 12:02:00,28.957831666551556,28.371289,0.586542666551555,32.406163,29.981967,31.1,650.0
2026-03-31 12:03:00,29.04740080971635,28.460467,0.5869338097163492,32.547677,30.004893,31.2,650.0
2026-03-31 12:04:00,29.126884176265605,28.457621,0.6692631762656056,32.409939,30.019357,31.2,714.0
2026-03-31 12:05:00,29.1966004300009,28.492168,0.7044324300008995,32.51009,30.037506,31.2,760.0
2026-03-31 12:06:00,29.265478220177442,28.534432,0.7310462201774435,32.74318,30.062959,31.2,740.0
2026-03-31 12:07:00,29.33516999159093,28.610726,0.7244439915909311,33.034373,30.093889,31.3,740.0
2026-03-31 12:08:00,29.397265561098948,28.662985,0.7342805610989487,32.620262,30.117877,31.3,740.0
2026-03-31 12:09:00,29.440612861491047,28.63917,0.8014428614910472,32.132231,30.137368,31.4,784.0
2026-03-31 12:10:00,29.479461304673748,28.696941,0.7825203046737492,32.327032,30.17259,31.4,784.0
2026-03-31 12:11:00,29.52540351024436,28.715936,0.8094675102443603,32.450868,30.208192,31.4,824.0
2026-03-31 12:12:00,29.575166853228836,28.758176,0.8169908532288375,32.885676,30.231363,31.4,824.0
2026-03-31 12:13:00,29.627603520867297,28.810921,0.8166825208672961,32.899067,30.260338,31.5,784.0
2026-03-31 12:14:00,29.674090122751807,28.826783,0.8473071227518076,32.975307,30.286315,31.5,784.0
2026-03-31 12:15:00,29.718828066735398,28.843375,0.8754530667353961,33.047918,30.309782,31.6,759.0
2026-03-31 12:17:00,29.80299239274035,28.910495,0.8924973927403492,33.169248,30.366731,31.5,809.0
2026-03-31 12:18:00,29.83431577355509,28.934475,0.8998407735550913,32.490005,30.370612,31.4,784.0
2026-03-31 12:19:00,29.84848299802877,28.899484,0.9489989980287703,32.039799,30.352321,31.4,809.0
2026-03-31 12:20:00,29.862301511629312,28.908402,0.953899511629313,32.080997,30.366842,31.3,786.0
2026-03-31 12:21:00,29.88529556310897,28.896713,0.9885825631089702,32.36281,30.390218,31.3,821.0
2026-03-31 12:22:00,29.91436706257042,28.921289,0.9930780625704188,32.497247,30.423344,31.2,403.0
2026-03-31 12:23:00,29.940437605926206,28.914036,1.0264016059262069,32.338159,30.418446,31.2,719.0
2026-03-31 12:24:00,29.95788397414435,28.904243,1.0536409741443507,32.006737,30.428894,31.2,719.0
2026-03-31 12:25:00,29.969228490496505,28.848624,1.120604490496504,31.837388,30.437397,31.2,269.0
2026-03-31 12:26:00,29.98141666362625,28.821056,1.1603606636262498,31.846566,30.456119,31.2,269.0
2026-03-31 12:27:00,29.99233239344477,28.806668,1.185664393444771,31.523017,30.461318,31.2,269.0
2026-03-31 12:28:00,30.008513115602625,28.807351,1.2011621156026244,32.335821,30.472101,31.2,269.0
2026-03-31 12:29:00,30.038302698125165,28.83017,1.2081326981251657,32.256168,30.493084,31.2,269.0
2026-03-31 12:30:00,30.0583026866438,28.827522,1.2307806866438007,32.182739,30.493231,31.2,754.0
2026-03-31 12:31:00,30.075465094524873,28.851592,1.2238730945248726,32.158851,30.483899,31.2,754.0
2026-03-31 12:32:00,30.090535888306704,28.871282,1.219253888306703,32.032303,30.492787,31.2,872.0
2026-03-31 12:33:00,30.105034002768548,28.856608,1.2484260027685465,32.164081,30.490443,31.2,872.0
2026-03-31 12:34:00,30.12445287564924,28.838158,1.28629487564924,32.363776,30.501044,31.2,872.0
2026-03-31 12:35:00,30.145018547629434,28.884875,1.2601435476294327,32.358342,30.507926,31.2,872.0
2026-03-31 12:36:00,30.161383612996815,28.898569,1.2628146129968165,32.246459,30.518971,31.2,338.0
2026-03-31 12:37:00,30.173591878055902,28.896423,1.2771688780559032,32.115795,30.524489,31.2,338.0
2026-03-31 12:38:00,30.18727143379897,28.901168,1.2861034337989707,32.36519,30.517671,31.2,338.0
2026-03-31 12:39:00,30.21162884302356,28.939402,1.2722268430235601,32.905261,30.531291,31.2,482.0
2026-03-31 12:40:00,30.243993825538382,29.000353,1.2436408255383817,33.194431,30.553023,31.3,482.0
2026-03-31 12:41:00,30.274499223598127,29.045526,1.2289732235981283,33.284512,30.572199,31.3,814.0
2026-03-31 12:42:00,30.29954902510309,29.051953,1.247596025103089,33.188837,30.593892,31.3,814.0
2026-03-31 12:43:00,30.317755675451792,29.05357,1.2641856754517917,33.002519,30.615377,31.3,267.0
2026-03-31 12:44:00,30.331094120904766,29.031169,1.299925120904767,32.871456,30.611069,31.4,267.0
2026-03-31 12:45:00,30.342660688580736,29.00188,1.340780688580736,32.783887,30.635551,31.4,223.0
2026-03-31 12:46:00,30.357468084439347,29.036627,1.3208410844393477,33.069423,30.656461,31.4,197.0
2026-03-31 12:47:00,30.37460504065274,29.009568,1.3650370406527372,32.848559,30.66162,31.5,185.0
2026-03-31 12:48:00,30.3795226968424,28.978337,1.4011856968424006,32.301464,30.680485,31.6,185.0
2026-03-31 12:49:00,30.372757071769172,28.936959,1.4357980717691703,31.812035,30.671535,31.6,176.0
2026-03-31 12:50:00,30.36537795433435,28.883294,1.4820839543343496,31.817646,30.673201,31.6,176.0
2026-03-31 12:51:00,30.365563517002727,28.876378,1.4891855170027277,31.862543,30.661355,31.6,174.0
2026-03-31 12:52:00,30.370263904265585,28.872108,1.4981559042655839,31.998986,30.673149,31.6,178.0
2026-03-31 12:53:00,30.37816145960784,28.897652,1.4805094596078376,32.049658,30.680328,31.6,188.0
2026-03-31 12:54:00,30.384848211070846,28.867814,1.5170342110708468,31.957812,30.676661,31.4,213.0
2026-03-31 12:55:00,30.38839780359359,28.858649,1.5297488035935913,31.842113,30.682549,31.3,213.0
2026-03-31 12:56:00,30.390410833796523,28.848899,1.5415118337965232,31.767533,30.664161,31.3,255.0
2026-03-31 12:57:00,30.393768427248972,28.831784,1.561984427248973,31.840305,30.659781,31.2,248.0
2026-03-31 12:58:00,30.39783510026109,28.82076,1.5770751002610908,31.698216,30.654935,31.2,248.0
2026-03-31 12:59:00,30.401705877559834,28.842319,1.5593868775598345,31.871435,30.650512,31.1,272.0
2026-03-31 13:00:00,30.411210295027274,28.836779,1.5744312950272743,32.018526,30.636867,31.1,318.0
2026-03-31 13:01:00,30.424840357175697,28.864336,1.5605043571756951,32.32069,30.625428,31.0,770.0
2026-03-31 13:02:00,30.440649687888197,28.934153,1.5064966878881982,32.315147,30.641212,30.9,772.0
2026-03-31 13:03:00,30.45287579587415,28.974859,1.4780167958741508,32.345873,30.632358,30.9,712.0
2026-03-31 13:04:00,30.46725870729034,28.978536,1.4887227072903428,32.610179,30.644283,31.0,793.0
2026-03-31 13:05:00,30.483805624244667,29.003117,1.4806886242446673,32.577654,30.655504,31.1,793.0
2026-03-31 13:06:00,30.49501427603451,28.966422,1.5285922760345088,32.450157,30.671455,31.1,798.0
2026-03-31 13:07:00,30.50210612779688,28.925688,1.5764181277968774,32.324118,30.684276,31.1,824.0
2026-03-31 13:08:00,30.506934850281596,28.891254,1.6156808502815956,32.214197,30.700347,31.1,795.0
2026-03-31 13:09:00,30.510744576222123,28.868249,1.6424955762221245,32.142694,30.713604,31.1,768.0
2026-03-31 13:10:00,30.5140396474319,28.854337,1.6597026474318994,32.056195,30.70766,31.2,763.0
2026-03-31 13:11:00,30.516985566334426,28.829464,1.687521566334425,32.024522,30.70019,31.2,434.0
2026-03-31 13:12:00,30.52012608780086,28.827502,1.692624087800862,31.961615,30.698641,31.2,434.0
2026-03-31 13:13:00,30.52298716201051,28.805647,1.7173401620105082,31.939595,30.695191,31.3,700.0
2026-03-31 13:14:00,30.52598539379983,28.807073,1.7189123937998296,31.886937,30.703075,31.3,830.0
2026-03-31 13:15:00,30.52835187452314,28.78074,1.7476118745231375,31.837304,30.705568,31.3,791.0
2026-03-31 13:16:00,30.53066113272621,28.800462,1.7301991327262094,31.814802,30.714569,31.3,817.0
2026-03-31 13:17:00,30.53319932681967,28.809918,1.72328132681967,31.783206,30.709094,31.4,824.0
2026-03-31 13:18:00,30.53561097812519,28.803923,1.7316879781251906,31.755456,30.715768,31.4,833.0
2026-03-31 13:19:00,30.538109134957494,28.814016,1.7240931349574957,31.74008,30.715954,31.4,833.0
2026-03-31 13:20:00,30.540606628081946,28.821467,1.7191396280819475,31.706484,30.719857,31.4,814.0
2026-03-31 13:21:00,30.54283980016828,28.814369,1.7284708001682816,31.684736,30.707273,31.4,803.0
2026-03-31 13:22:00,30.54548775250538,28.844646,1.7008417525053794,31.695678,30.711867,31.5,784.0
2026-03-31 13:23:00,30.548474702239105,28.827314,1.7211607022391036,31.669224,30.703582,31.5,761.0
2026-03-31 13:24:00,30.551507416191498,28.851057,1.7004504161914973,31.694738,30.709699,31.5,726.0
2026-03-31 13:25:00,30.55522633754049,28.863252,1.6919743375404899,31.689709,30.698373,31.4,726.0
2026-03-31 13:26:00,30.558728565319257,28.858527,1.700201565319258,31.685684,30.66981,31.4,726.0
2026-03-31 13:27:00,30.562437530360228,28.874683,1.6877545303602268,31.701797,30.650874,31.4,207.0
2026-03-31 13:28:00,30.566372615416753,28.879893,1.6864796154167543,31.694387,30.628639,31.3,130.0
2026-03-31 13:29:00,30.570025175493242,28.878095,1.691930175493244,31.689385,30.610282,31.3,130.0
2026-03-31 13:30:00,30.573628908132832,28.928107,1.6455219081328316,31.68586,30.594452,31.2,116.0
2026-03-31 13:31:00,30.576637931779487,28.912048,1.6645899317794886,31.631334,30.591867,31.2,111.0
2026-03-31 13:32:00,30.579115294571807,28.912604,1.666511294571805,31.643808,30.567514,31.1,111.0
2026-03-31 13:33:00,30.582425025528607,28.920372,1.662053025528607,31.647888,30.53666,30.9,105.0
2026-03-31 13:34:00,30.58543352031984,28.920312,1.6651215203198397,31.610925,30.516749,30.8,104.0
2026-03-31 13:35:00,30.587463635929225,28.924141,1.6633226359292266,31.567294,30.496807,30.5,102.0
2026-03-31 13:36:00,30.588932598698136,28.961278,1.6276545986981361,31.53213,30.478075,30.3,102.0
2026-03-31 13:37:00,30.59039284037476,28.933764,1.6566288403747613,31.518667,30.459945,30.1,102.0
2026-03-31 13:38:00,30.591841600969076,28.937857,1.6539846009690748,31.47988,30.428948,29.9,102.0
2026-03-31 13:39:00,30.59295609674831,28.891217,1.7017390967483088,31.461781,30.407967,29.7,102.0
2026-03-31 13:40:00,30.594206286292035,28.943851,1.6503552862920365,31.440926,30.386233,29.5,102.0
2026-03-31 13:41:00,30.59494858545679,28.936505,1.6584435854567907,31.380866,30.363613,29.3,100.0
2026-03-31 13:42:00,30.59486511596299,28.935007,1.6598581159629902,31.340394,30.357385,29.1,100.0
2026-03-31 13:43:00,30.594869687442895,28.943442,1.6514276874428937,31.320149,30.323464,29.0,100.0
2026-03-31 13:44:00,30.595225719493328,28.953241,1.6419847194933297,31.30608,30.299158,28.9,100.0
2026-03-31 13:45:00,30.59596947938769,28.943689,1.6522804793876915,31.306867,30.282413,28.8,100.0
2026-03-31 13:46:00,30.59702842646584,28.938209,1.6588194264658398,31.294521,30.245014,28.7,100.0
2026-03-31 13:47:00,30.598389492038507,28.962589,1.6358004920385056,31.315179,30.229008,28.6,100.0
2026-03-31 13:48:00,30.599590934069226,28.950076,1.6495149340692272,31.249726,30.189014,28.5,100.0
2026-03-31 13:49:00,30.59974325561177,28.948005,1.6517382556117717,31.24078,28.896717,28.5,101.0
2026-03-31 13:50:00,30.60074464196856,28.956249,1.644495641968561,31.259554,28.928732,28.4,102.0
2026-03-31 13:51:00,30.60230598266253,28.955322,1.6469839826625297,31.253585,28.931172,28.4,102.0
2026-03-31 13:52:00,30.60355186610201,28.952285,1.6512668661020093,31.233815,28.937747,28.3,102.0
2026-03-31 13:53:00,30.604603608835816,28.973926,1.6306776088358177,31.229039,28.937481,28.3,102.0
2026-03-31 13:54:00,30.605705757921385,28.955294,1.6504117579213862,31.213428,28.938357,28.2,102.0
2026-03-31 13:55:00,30.606580748049566,28.955562,1.651018748049566,31.196726,28.910425,28.2,102.0
2026-03-31 13:56:00,30.607332763361,28.963569,1.643763763361001,31.182931,28.986546,28.1,104.0
2026-03-31 13:57:00,30.60806473727331,28.964706,1.64335873727331,31.171913,29.061139,28.1,104.0
2026-03-31 13:58:00,30.608834110875705,28.954198,1.6546361108757033,31.164407,29.069779,28.1,104.0
2026-03-31 13:59:00,30.609427475109612,28.955073,1.6543544751096135,31.136845,29.052591,28.1,104.0
2026-03-31 14:00:00,30.60966183556758,28.97416,1.6355018355675774,31.121723,29.043856,28.1,105.0
2026-03-31 14:01:00,30.609939447764702,28.965483,1.6444564477647035,31.109623,29.032326,28.1,105.0
2026-03-31 14:02:00,30.610470854681637,28.956438,1.6540328546816383,31.119402,29.005496,28.1,105.0
2026-03-31 14:03:00,30.61121166172603,28.952441,1.658770661726031,31.10303,28.998628,28.1,105.0
2026-03-31 14:04:00,30.611600423537197,28.9681,1.6435004235371977,31.090907,28.988752,28.1,105.0
2026-03-31 14:05:00,30.611896436996062,28.961987,1.6499094369960616,31.078843,28.989448,28.1,105.0
2026-03-31 14:06:00,30.612057891293887,28.957587,1.6544708912938866,31.063215,28.990772,28.1,105.0
2026-03-31 14:07:00,30.612142014676806,28.978669,1.633473014676806,31.056734,28.996995,28.1,104.0
2026-03-31 14:08:00,30.612428749329638,28.96997,1.6424587493296379,31.060437,28.982064,28.1,102.0
2026-03-31 14:09:00,30.61260725255289,28.958766,1.6538412525528905,31.032053,28.962039,28.1,102.0
2026-03-31 14:10:00,30.612566834150357,28.99215,1.6204168341503582,31.044502,28.965971,28.1,102.0
2026-03-31 14:11:00,30.612792003898278,28.972491,1.6403010038982764,31.023963,28.968278,28.1,104.0
2026-03-31 14:12:00,30.612927874688864,28.965756,1.6471718746888655,31.043617,28.950997,28.1,104.0
2026-03-31 14:13:00,30.613397649065064,28.988391,1.6250066490650639,31.029283,28.935696,28.1,105.0
2026-03-31 14:14:00,30.613554663379603,29.018815,1.5947396633796025,31.031668,28.925065,28.1,105.0
2026-03-31 14:15:00,30.613654439553727,29.007631,1.6060234395537272,31.013395,28.92026,28.1,105.0
2026-03-31 14:16:00,30.613558017345895,28.998674,1.6148840173458936,31.018446,28.911336,28.1,104.0
2026-03-31 14:17:00,30.614009262322043,29.012089,1.601920262322043,31.04399,28.90294,28.1,100.0
2026-03-31 14:18:00,30.61477667666776,29.006434,1.6083426766677604,31.041786,28.894287,28.1,100.0
2026-03-31 14:19:00,30.614924094298942,29.00435,1.6105740942989435,31.014477,28.887044,28.1,102.0
2026-03-31 14:20:00,30.6145807178263,29.011754,1.6028267178263,31.010629,28.883467,28.1,102.0
2026-03-31 14:21:00,30.61410103785829,29.007883,1.6062180378582909,30.981995,28.86376,28.1,102.0
2026-03-31 14:22:00,30.61328168428895,29.02724,1.5860416842889506,30.978839,28.856122,28.1,102.0
2026-03-31 14:23:00,30.612882778301127,29.020747,1.5921357783011274,30.990707,28.858446,28.1,102.0
2026-03-31 14:24:00,30.612625203001812,29.022146,1.590479203001813,30.977424,28.854072,28.1,99.0
2026-03-31 14:25:00,30.612165116690335,29.023279,1.588886116690336,30.982454,28.858159,28.2,98.0
2026-03-31 14:26:00,30.611605358701524,29.020211,1.5913943587015247,30.956455,28.852268,28.2,97.0
2026-03-31 14:27:00,30.610862062401452,29.033113,1.5777490624014519,30.973692,28.846141,28.2,95.0
2026-03-31 14:28:00,30.610538407940453,29.047282,1.5632564079404538,30.965816,28.848454,28.2,93.0
2026-03-31 14:29:00,30.609967061156453,29.043135,1.566832061156454,30.963052,28.841934,28.3,91.0
2026-03-31 14:30:00,30.609511737830303,29.034823,1.5746887378303036,30.97127,28.833768,28.3,90.0
2026-03-31 14:31:00,30.60927269118571,29.048177,1.5610956911857095,30.976801,28.822876,28.3,90.0
2026-03-31 14:32:00,30.608831015550322,29.063217,1.5456140155503206,30.959244,28.820551,28.3,90.0
2026-03-31 14:33:00,30.60790942479582,29.071114,1.5367954247958195,30.945797,28.810191,28.3,90.0
2026-03-31 14:34:00,30.60722559478603,29.075698,1.5315275947860307,30.969639,28.822227,28.3,90.0
2026-03-31 14:35:00,30.606966136396636,29.071875,1.5350911363966375,30.962612,28.821535,28.3,90.0
2026-03-31 14:36:00,30.606376387618127,29.068682,1.537694387618128,30.959883,28.826071,28.4,91.0
2026-03-31 14:37:00,30.60563462905725,29.061784,1.5438506290572498,30.947951,28.844305,28.4,93.0
2026-03-31 14:38:00,30.605072816150425,29.084361,1.520711816150424,30.976222,28.847966,28.4,95.0
2026-03-31 14:39:00,30.60463062186699,29.095698,1.5089326218669896,30.941207,28.844879,28.4,100.0
2026-03-31 14:40:00,30.60332112298596,29.093667,1.5096541229859604,30.930693,28.844229,28.4,104.0
2026-03-31 14:41:00,30.602205348639984,29.100959,1.5012463486399845,30.934073,28.844153,28.4,105.0
2026-03-31 14:42:00,30.60139999914884,29.095616,1.5057839991488393,30.940667,28.837324,28.4,107.0
2026-03-31 14:43:00,30.600603803772117,29.098152,1.502451803772118,30.930583,28.854633,28.5,107.0
2026-03-31 14:44:00,30.599789597042786,29.107863,1.491926597042788,30.945093,28.82942,28.5,107.0
2026-03-31 14:45:00,30.599560449103194,29.100786,1.4987744491031947,30.969911,28.814202,28.5,111.0
2026-03-31 14:46:00,30.59911187964161,29.126552,1.4725598796416115,30.93118,28.787393,28.5,113.0
2026-03-31 14:47:00,30.598056036379887,29.123752,1.4743040363798876,30.950405,28.77638,28.5,113.0
2026-03-31 14:48:00,30.597497829483245,29.140074,1.457423829483247,30.942385,28.763592,28.6,113.0
2026-03-31 14:49:00,30.596484359001295,29.131087,1.4653973590012939,30.922863,28.755702,28.6,120.0
2026-03-31 14:50:00,30.59525358729735,29.130873,1.4643805872973488,30.921731,28.7332,28.6,123.0
2026-03-31 14:51:00,30.59441491076518,29.128411,1.4660039107651812,30.937394,28.732058,28.6,127.0
2026-03-31 14:52:00,30.593687432071647,29.149676,1.4440114320716475,30.920318,28.705771,28.6,134.0
2026-03-31 14:53:00,30.592477565073125,29.166106,1.4263715650731257,30.908966,28.704985,28.6,137.0
2026-03-31 14:54:00,30.59153770253124,29.17272,1.4188177025312392,30.931855,28.702379,28.6,142.0
2026-03-31 14:55:00,30.59103035707028,29.163733,1.4272973570702803,30.926553,28.691424,28.5,142.0
2026-03-31 14:56:00,30.59025383341907,29.157575,1.432678833419068,30.924534,28.661429,28.5,156.0
2026-03-31 14:57:00,30.589568474385715,29.165871,1.4236974743857154,30.932587,28.661548,28.5,165.0
2026-03-31 14:58:00,30.588924321142997,29.179186,1.4097383211429957,30.923401,28.655304,28.5,172.0
2026-03-31 14:59:00,30.587734942864643,29.1719,1.4158349428646417,30.892272,28.652011,28.5,172.0
2026-03-31 15:00:00,30.58642825655187,29.173399,1.4130292565518694,30.911659,28.655059,28.5,213.0
2026-03-31 15:01:00,30.585652304234998,29.159249,1.4264033042349986,30.90258,28.665079,28.5,232.0
2026-03-31 15:02:00,30.584516101088013,29.177219,1.4072971010880124,30.889095,28.663357,28.6,253.0
2026-03-31 15:03:00,30.583286318843193,29.190402,1.392884318843194,30.887806,28.646707,28.6,253.0
2026-03-31 15:04:00,30.58253858265465,29.189112,1.393426582654648,30.91496,28.652538,28.6,253.0
2026-03-31 15:05:00,30.58227108914201,29.214778,1.3674930891420125,30.916501,28.681377,28.6,323.0
2026-03-31 15:06:00,30.581896740042453,29.204734,1.3771627400424542,30.926428,28.689865,28.7,332.0
2026-03-31 15:07:00,30.58155369840449,29.209501,1.3720526984044916,30.923389,28.700147,28.7,311.0
2026-03-31 15:08:00,30.58114942215599,29.209274,1.3718754221559877,30.933255,28.721391,28.7,313.0
2026-03-31 15:09:00,30.58070667703589,29.207077,1.3736296770358898,30.918905,28.706249,28.8,320.0
2026-03-31 15:10:00,30.580215347249236,29.216202,1.3640133472492373,30.942465,28.730741,28.8,320.0
2026-03-31 15:11:00,30.579986231517523,29.240159,1.3398272315175248,30.927161,28.716634,28.9,366.0
2026-03-31 15:12:00,30.579755752784195,29.24266,1.3370957527841938,30.965898,28.712621,28.9,396.0
2026-03-31 15:13:00,30.57974805342195,29.249815,1.32993305342195,30.930379,28.720362,29.0,401.0
2026-03-31 15:14:00,30.579021311056806,29.255191,1.3238303110568062,30.945609,28.715065,29.1,397.0
2026-03-31 15:15:00,30.57879812135843,29.256955,1.3218431213584303,30.949206,28.7016,29.1,376.0
2026-03-31 15:16:00,30.57892221137604,29.269048,1.3098742113760373,30.985821,28.715701,29.2,376.0
2026-03-31 15:17:00,30.579682227256058,29.263584,1.316098227256056,31.004448,28.73081,29.2,378.0
2026-03-31 15:18:00,30.58064432582529,29.286943,1.293701325825289,31.037861,28.72808,29.3,399.0
2026-03-31 15:19:00,30.58169851413237,29.296069,1.2856295141323706,31.036422,28.720363,29.3,397.0
2026-03-31 15:20:00,30.582597919564535,29.306029,1.2765689195645358,31.069299,28.728515,29.4,345.0
2026-03-31 15:21:00,30.58398903180347,29.331096,1.2528930318034703,31.089508,28.729037,29.4,345.0
2026-03-31 15:22:00,30.585405374126708,29.314193,1.2712123741267085,31.109098,28.752702,29.6,345.0
2026-03-31 15:23:00,30.587092549150725,29.335294,1.251798549150724,31.145758,28.759131,29.6,411.0
2026-03-31 15:24:00,30.589252752601,29.336506,1.2527467526009985,31.178613,28.779102,29.7,411.0
2026-03-31 15:25:00,30.59128755779369,29.339101,1.2521865577936921,31.17937,28.80694,29.7,411.0
2026-03-31 15:26:00,30.59316874224163,29.361638,1.231530742241631,31.217919,28.827309,29.8,378.0
2026-03-31 15:27:00,30.595588459951955,29.371541,1.2240474599519544,31.242938,28.858699,29.9,429.0
2026-03-31 15:28:00,30.59762986167999,29.358948,1.2386818616799893,31.231056,28.894589,29.9,452.0
2026-03-31 15:29:00,30.59967865013516,29.381933,1.2177456501351607,31.292064,28.927761,30.0,427.0
2026-03-31 15:30:00,30.602555685912534,29.390597,1.2119586859125349,31.301628,28.9428,30.1,413.0
2026-03-31 15:31:00,30.605098334177796,29.404073,1.2010253341777961,31.329297,28.971539,30.2,411.0
2026-03-31 15:32:00,30.60787080831932,29.409831,1.1980398083193187,31.351782,29.003754,30.2,360.0
2026-03-31 15:33:00,30.61079856154055,29.422358,1.1884405615405491,31.383774,29.00357,30.3,278.0
2026-03-31 15:34:00,30.61428889100125,29.443812,1.1704768910012504,31.437514,28.9839,30.4,366.0
2026-03-31 15:35:00,30.617951187517747,29.456523,1.1614281875177461,31.438967,28.994051,30.4,371.0
2026-03-31 15:36:00,30.621085138962655,29.464908,1.1561771389626543,31.465219,28.999856,30.6,362.0
2026-03-31 15:37:00,30.62490560466881,29.492616,1.1322896046688093,31.526803,29.020589,30.6,329.0
2026-03-31 15:38:00,30.62899637285136,29.491963,1.1370333728513629,31.521336,29.039335,30.7,329.0
2026-03-31 15:39:00,30.632569386101864,29.505824,1.126745386101863,31.563138,29.034861,30.7,206.0
2026-03-31 15:40:00,30.63646720001634,29.525585,1.1108822000163414,31.569336,29.051764,30.8,246.0
2026-03-31 15:41:00,30.63999903904812,29.536126,1.1038730390481213,31.588567,29.070561,30.9,250.0
2026-03-31 15:42:00,30.6436057531933,29.537354,1.1062517531932983,31.604234,29.093085,30.9,330.0
2026-03-31 15:43:00,30.647072424352245,29.542495,1.1045774243522466,31.610282,29.132744,30.9,330.0
2026-03-31 15:44:00,30.65018441169633,29.549385,1.1007994116963289,31.605698,29.139474,30.9,355.0
2026-03-31 15:45:00,30.653448485742672,29.562978,1.0904704857426708,31.648145,29.147313,30.9,359.0
2026-03-31 15:46:00,30.657003414369058,29.563273,1.093730414369059,31.631936,29.165125,30.9,359.0
2026-03-31 15:47:00,30.659787350639192,29.573463,1.0863243506391917,31.632249,29.158277,30.9,341.0
2026-03-31 15:48:00,30.66259148792051,29.571906,1.09068548792051,31.637114,29.164695,30.9,338.0
2026-03-31 15:49:00,30.665195271177595,29.577997,1.087198271177595,31.620271,29.177329,30.9,346.0
2026-03-31 15:50:00,30.66748156068371,29.588745,1.078736560683712,31.622288,29.169557,30.9,339.0
2026-03-31 15:51:00,30.669816997161092,29.590953,1.0788639971610934,31.613031,29.192506,31.0,327.0
2026-03-31 15:52:00,30.67196457501143,29.596629,1.0753355750114295,31.607464,29.17099,31.1,320.0
2026-03-31 15:53:00,30.674168390783677,29.614384,1.0597843907836761,31.609827,29.143783,31.1,304.0
2026-03-31 15:54:00,30.676702202815022,29.622769,1.0539332028150206,31.627136,29.152155,31.1,285.0
2026-03-31 15:55:00,30.679376998296334,29.613843,1.0655339982963348,31.616393,29.147972,31.1,287.0
2026-03-31 15:56:00,30.68147369375089,29.625926,1.0555476937508885,31.591778,29.157729,31.2,316.0
2026-03-31 15:57:00,30.683396179359647,29.622298,1.0610981793596466,31.597784,29.165696,31.2,330.0
2026-03-31 15:58:00,30.685602345955147,29.625949,1.059653345955148,31.588132,29.153804,31.2,336.0
2026-03-31 15:59:00,30.687719861966343,29.647831,1.0398888619663431,31.586823,29.128282,31.2,336.0
2026-03-31 16:00:00,30.68984046322015,29.642113,1.047727463220152,31.573779,29.122961,31.2,336.0
2026-03-31 16:01:00,30.69196097086632,29.622359,1.0696019708663194,31.580194,29.120042,31.2,334.0
2026-03-31 16:02:00,30.694354707724415,29.6491,1.045254707724414,31.577315,29.111853,31.2,345.0
2026-03-31 16:03:00,30.696679694808267,29.654612,1.0420676948082672,31.571127,29.10911,31.2,350.0
2026-03-31 16:04:00,30.698917030910934,29.672572,1.0263450309109352,31.562692,29.105943,31.2,336.0
2026-03-31 16:05:00,30.701128279460704,29.690305,1.0108232794607055,31.558617,29.096113,31.2,301.0
2026-03-31 16:06:00,30.703623944067772,29.681315,1.0223089440677704,31.573483,29.1007,31.2,301.0
2026-03-31 16:07:00,30.706302050133672,29.683559,1.0227430501336734,31.559447,29.107082,31.2,214.0
2026-03-31 16:08:00,30.708379431866206,29.68754,1.0208394318662073,31.529953,29.096869,31.2,213.0
2026-03-31 16:09:00,30.710335307089338,29.706915,1.003420307089339,31.539895,29.092833,31.2,178.0
2026-03-31 16:10:00,30.712799323135357,29.70812,1.0046793231353561,31.537659,29.075407,31.1,162.0
2026-03-31 16:11:00,30.715099188429576,29.710711,1.0043881884295764,31.521447,29.053711,31.1,162.0
2026-03-31 16:12:00,30.717341878802813,29.711264,1.006077878802813,31.52796,29.045556,31.0,169.0
2026-03-31 16:13:00,30.719725022973364,29.710647,1.0090780229733625,31.511297,29.046201,30.9,186.0
2026-03-31 16:14:00,30.721708410810322,29.719569,1.0021394108103223,31.492924,29.043893,30.9,246.0
2026-03-31 16:15:00,30.72398859102975,29.723429,1.0005595910297522,31.521077,29.048151,30.9,255.0
2026-03-31 16:16:00,30.72678165001588,29.724266,1.00251565001588,31.506095,29.050799,30.9,248.0
2026-03-31 16:17:00,30.72900774915894,29.730718,0.9982897491589391,31.489841,29.071402,30.9,264.0
2026-03-31 16:18:00,30.73112699859587,29.726555,1.0045719985958677,31.48706,29.073647,30.9,271.0
2026-03-31 16:19:00,30.733158314384752,29.717784,1.0153743143847507,31.462027,29.07996,30.9,271.0
2026-03-31 16:20:00,30.734933950280492,29.727348,1.0075859502804931,31.458966,29.070895,30.9,279.0
2026-03-31 16:21:00,30.73720106071488,29.744719,0.992482060714881,31.476538,29.074539,31.0,262.0
2026-03-31 16:22:00,30.739815924298398,29.749345,0.9904709242983962,31.471986,29.063724,30.9,262.0
