outer_candidate,outer_role,inner_reference,inner_role,n,corr_T2A2_T1Ka_zero_lag,T2A2_amp_p95_p05_C,T1Ka_amp_p95_p05_C,T2A2_amp_ratio_vs_T1Ka,xcorr_T2A2_leads_T1Ka_min,xcorr_best_corr,daily_median_T2A2_leads_T1Ka_by_peak_min,daily_mean_T2A2_leads_T1Ka_by_peak_min,corr_T2A2_with_G_sol,corr_T2A2_with_T_a,corr_T2A2_with_RH
T2A2,"T2A2 = candidate outer roof interface above slab, below substrate",T1Ka,T1Ka = confirmed inner roof / T_s_in target,3459,0.7387511736703236,5.3438257,4.0958541,1.3046914195503203,110.0,0.8788283504069087,31.0,81.33333333333333,0.624395911673478,0.8774378928044185,-0.8608982728462429
