trial,score,n,bias_C,mae_C,rmse_C,amp_model_C,amp_measured_C,amp_error_C,peak_error_C,min_error_C,H_g,H_slab,h_in,rho_g,theta_sat,k_theta_sat,lambda_dry,lambda_sat,LAI,cover_fraction,tau_f,error
29,17.145916660155258,3459,7.340200449897542,7.342488343140529,8.578260874353019,18.00181522515163,13.027245000000004,4.974570225151627,8.203517155553854,3.228946930402227,0.06832316587504231,0.03548263082154677,5.561956829201839,375.93800323959596,0.7197709821586621,3.4902738713214723e-06,0.16625381044961174,0.5119964515300364,1.3450889355357791,0.7614460072735671,0.12421911864282133,
50,17.754432981744728,3459,9.560921577323391,9.560921577323391,10.355990685709843,8.36831134574851,13.027245000000004,-4.658933654251495,4.360469641304107,9.019403295555602,0.09681521452751189,0.09918497520127043,6.225740138241811,574.3627735144053,0.9470964992978816,1.6186550128996844e-06,0.1899912278437618,0.5640581726735359,0.8360837821985145,0.8031981036768466,0.15844475683064824,
18,19.22326574049293,3459,11.426182809918782,11.426182809918782,12.153694935917287,11.011300832467896,13.027245000000004,-2.0159441675321084,8.773662000541705,10.789606168073814,0.059723333403075764,0.08100922085117696,3.7309143853443496,620.3021807508762,0.7222911725017054,1.5181977768948036e-06,0.30102267491622275,0.37262745329959523,1.0047561238681564,0.7096296749125061,0.26864051020936613,
9,19.373258914088204,3459,10.565142379055272,10.565142379055272,11.177849233774817,15.502285303633073,13.027245000000004,2.475040303633069,11.36741984689779,8.89237954326472,0.06306358895168009,0.06257835813275228,2.7946528730619313,507.2705762865359,0.7838468826722091,3.6543871201540727e-06,0.1474385058528842,0.7542260744951108,1.3150814379407638,0.4025899515896606,0.07950147553012883,
38,20.016536511575456,3459,9.50947267810239,9.50947267810239,10.107232120094508,18.418214562747607,13.027245000000004,5.390969562747603,9.785959221500022,4.394989658752419,0.09684482898304692,0.032981464890353716,9.99239020903103,492.87182597007234,0.845037504667639,1.3601660172620508e-06,0.3201396856800213,0.27319960256357556,1.10940769866995,0.435813125099981,0.24419198517305463,
11,25.76065221865228,3459,8.95219226896131,8.95219226896131,10.157523929230807,23.3361652336269,13.027245000000004,10.308920233626896,14.428878962989572,4.119958729362676,0.07778881449168056,0.04017725235964228,4.100631305280546,452.23319740269113,0.7030318348817696,1.84214226190487e-05,0.2799706636522109,0.8255703647607494,1.4345581676176762,0.7263853044214659,0.1960244922281839,
8,1000000000.0,0,,,,,,,,,0.08809582573634475,0.06677741142559587,8.163134777404515,492.22736395387216,0.7719160584320212,1.5937008782376976e-05,0.10842214677323413,0.2681696585070884,0.853081363318591,0.7834156103578702,0.16546930756284683,"(34, 'Result too large')"
15,1000000000.0,0,,,,,,,,,0.060428787056772175,0.07541800697798588,3.8904871626315707,489.92863830519383,0.8680983842860648,1.3657950918598602e-05,0.09124487432721,0.9828094761100864,1.0913637845212973,0.3724475337057078,0.18871311734787083,"(34, 'Result too large')"
31,1000000000.0,0,,,,,,,,,0.09174465811551454,0.04018034448442888,7.405784094957235,584.5379621131702,0.6896308511904632,8.081898153065231e-06,0.08757776698668103,0.8305725026171416,0.8436384719999843,0.9115638936203756,0.08435198250945054,
25,1000000000.0,0,,,,,,,,,0.1010485236243725,0.037414879205145864,3.9201206998724523,252.19829574026755,0.6846470190996065,1.0745785925459772e-06,0.07606466865763543,0.38971317674868217,0.7907492854661982,0.7046862896665826,0.22017863169987661,"(34, 'Result too large')"
