timestamp,T_a,RH,u,rain,G_sol
2026-04-03 15:18:00,32.9,71,0.9,0.0,104
2026-04-03 15:19:00,32.9,71,0.1,0.0,102
2026-04-03 15:19:00,32.9,71,0.1,0.0,102
2026-04-03 15:20:00,32.9,71,0.1,0.0,104
2026-04-03 15:20:00,32.9,71,0.1,0.0,104
2026-04-03 15:21:00,32.9,71,0.1,0.0,109
2026-04-03 15:21:00,32.9,71,0.1,0.0,109
2026-04-03 15:22:00,32.9,72,0.1,0.0,114
2026-04-03 15:22:00,32.9,72,0.1,0.0,114
2026-04-03 15:23:00,32.9,72,0.4,0.0,114
2026-04-03 15:23:00,32.9,72,0.4,0.0,114
2026-04-03 15:24:00,32.9,72,0.1,0.0,123
2026-04-03 15:24:00,32.9,72,0.1,0.0,123
2026-04-03 15:25:00,32.9,72,1.3,0.0,128
2026-04-03 15:25:00,32.9,72,1.3,0.0,128
2026-04-03 15:26:00,32.9,72,1.3,0.0,137
2026-04-03 15:26:00,32.9,72,1.3,0.0,137
2026-04-03 15:27:00,32.8,72,1.8,0.0,137
2026-04-03 15:27:00,32.8,72,1.8,0.0,137
2026-04-03 15:28:00,32.8,72,1.3,0.0,151
2026-04-03 15:28:00,32.8,72,1.3,0.0,151
2026-04-03 15:29:00,32.8,72,1.3,0.0,151
2026-04-03 15:29:00,32.8,72,1.3,0.0,151
2026-04-03 15:30:00,32.8,71,1.8,0.0,151
2026-04-03 15:30:00,32.8,71,1.8,0.0,151
2026-04-03 15:31:00,32.7,72,0.1,0.0,172
2026-04-03 15:31:00,32.7,72,0.1,0.0,172
2026-04-03 15:32:00,32.7,72,0.4,0.0,186
2026-04-03 15:32:00,32.7,72,0.4,0.0,186
2026-04-03 15:33:00,32.7,72,0.9,0.0,188
2026-04-03 15:33:00,32.7,72,0.9,0.0,188
2026-04-03 15:34:00,32.7,72,2.2,0.0,192
2026-04-03 15:34:00,32.7,72,2.2,0.0,192
2026-04-03 15:35:00,32.7,72,2.7,0.0,195
2026-04-03 15:35:00,32.7,72,2.7,0.0,195
2026-04-03 15:36:00,32.7,72,3.6,0.0,195
2026-04-03 15:36:00,32.7,72,3.6,0.0,195
2026-04-03 15:37:00,32.7,72,3.1,0.0,260
2026-04-03 15:37:00,32.7,72,3.1,0.0,260
2026-04-03 15:38:00,32.7,72,1.3,0.0,230
2026-04-03 15:38:00,32.7,72,1.3,0.0,230
2026-04-03 15:39:00,32.7,72,1.3,0.0,171
2026-04-03 15:39:00,32.7,72,1.3,0.0,171
2026-04-03 15:40:00,32.6,72,1.3,0.0,167
2026-04-03 15:40:00,32.6,72,1.3,0.0,167
2026-04-03 15:41:00,32.6,73,0.1,0.0,153
2026-04-03 15:41:00,32.6,73,0.1,0.0,153
2026-04-03 15:42:00,32.6,73,0.1,0.0,148
2026-04-03 15:42:00,32.6,73,0.1,0.0,148
2026-04-03 15:43:00,32.6,73,0.9,0.0,148
2026-04-03 15:43:00,32.6,73,0.9,0.0,148
2026-04-03 15:44:00,32.6,73,0.4,0.0,137
2026-04-03 15:44:00,32.6,73,0.4,0.0,137
2026-04-03 15:45:00,32.6,73,1.8,0.0,135
2026-04-03 15:45:00,32.6,73,1.8,0.0,135
2026-04-03 15:46:00,32.6,73,2.2,0.0,134
2026-04-03 15:46:00,32.6,73,2.2,0.0,134
2026-04-03 15:47:00,32.6,73,1.8,0.0,134
2026-04-03 15:47:00,32.6,73,1.8,0.0,134
2026-04-03 15:48:00,32.6,73,0.1,0.0,132
2026-04-03 15:48:00,32.6,73,0.1,0.0,132
2026-04-03 15:49:00,32.6,73,0.4,0.0,132
2026-04-03 15:49:00,32.6,73,0.4,0.0,132
2026-04-03 15:50:00,32.6,73,1.3,0.0,132
2026-04-03 15:50:00,32.6,73,1.3,0.0,132
2026-04-03 15:51:00,32.6,73,0.1,0.0,130
2026-04-03 15:51:00,32.6,73,0.1,0.0,130
2026-04-03 15:52:00,32.6,73,0.9,0.0,130
2026-04-03 15:52:00,32.6,73,0.9,0.0,130
2026-04-03 15:53:00,32.6,73,0.1,0.0,137
2026-04-03 15:53:00,32.6,73,0.1,0.0,137
2026-04-03 15:54:00,32.6,73,0.4,0.0,139
2026-04-03 15:54:00,32.6,73,0.4,0.0,139
2026-04-03 15:55:00,32.6,73,2.7,0.0,148
2026-04-03 15:55:00,32.6,73,2.7,0.0,148
2026-04-03 15:56:00,32.5,73,4.0,0.0,153
2026-04-03 15:56:00,32.5,73,4.0,0.0,153
2026-04-03 15:57:00,32.5,73,4.5,0.0,162
2026-04-03 15:57:00,32.5,73,4.5,0.0,162
2026-04-03 15:58:00,32.4,73,4.0,0.0,178
2026-04-03 15:58:00,32.4,73,4.0,0.0,178
2026-04-03 15:59:00,32.4,74,3.1,0.0,178
2026-04-03 15:59:00,32.4,74,3.1,0.0,178
2026-04-03 16:00:00,32.4,74,1.3,0.0,195
2026-04-03 16:00:00,32.4,74,1.3,0.0,195
2026-04-03 16:01:00,32.4,74,0.4,0.0,192
2026-04-03 16:01:00,32.4,74,0.4,0.0,192
2026-04-03 16:02:00,32.4,74,0.9,0.0,144
2026-04-03 16:02:00,32.4,74,0.9,0.0,144
2026-04-03 16:03:00,32.4,74,1.8,0.0,128
2026-04-03 16:03:00,32.4,74,1.8,0.0,128
2026-04-03 16:04:00,32.4,74,1.3,0.0,116
2026-04-03 16:04:00,32.4,74,1.3,0.0,116
2026-04-03 16:05:00,32.3,74,1.8,0.0,105
2026-04-03 16:05:00,32.3,74,1.8,0.0,105
2026-04-03 16:06:00,32.3,74,3.1,0.0,105
2026-04-03 16:06:00,32.3,74,3.1,0.0,105
2026-04-03 16:07:00,32.3,74,1.8,0.0,92
2026-04-03 16:07:00,32.3,74,1.8,0.0,92
2026-04-03 16:08:00,32.3,74,0.4,0.0,90
2026-04-03 16:08:00,32.3,74,0.4,0.0,90
2026-04-03 16:09:00,32.3,74,1.3,0.0,84
2026-04-03 16:09:00,32.3,74,1.3,0.0,84
2026-04-03 16:10:00,32.3,74,1.8,0.0,81
2026-04-03 16:10:00,32.3,74,1.8,0.0,81
2026-04-03 16:11:00,32.2,74,1.8,0.0,81
2026-04-03 16:11:00,32.2,74,1.8,0.0,81
2026-04-03 16:12:00,32.2,74,0.9,0.0,72
2026-04-03 16:12:00,32.2,74,0.9,0.0,72
2026-04-03 16:13:00,32.2,74,0.1,0.0,65
2026-04-03 16:13:00,32.2,74,0.1,0.0,65
2026-04-03 16:14:00,32.2,75,0.1,0.0,51
2026-04-03 16:14:00,32.2,75,0.1,0.0,51
2026-04-03 16:15:00,32.2,75,0.4,0.0,41
2026-04-03 16:15:00,32.2,75,0.4,0.0,41
2026-04-03 16:16:00,32.2,75,0.9,0.0,33
2026-04-03 16:16:00,32.2,75,0.9,0.0,33
2026-04-03 16:17:00,32.2,75,1.8,0.0,32
2026-04-03 16:17:00,32.2,75,1.8,0.0,32
2026-04-03 16:18:00,32.2,75,2.7,0.0,32
2026-04-03 16:18:00,32.2,75,2.7,0.0,32
2026-04-03 16:19:00,32.2,75,2.7,0.0,30
2026-04-03 16:19:00,32.2,75,2.7,0.0,30
2026-04-03 16:20:00,32.1,75,0.1,0.0,30
2026-04-03 16:20:00,32.1,75,0.1,0.0,30
2026-04-03 16:21:00,32.1,75,0.1,0.0,33
2026-04-03 16:21:00,32.1,75,0.1,0.0,33
2026-04-03 16:22:00,32.1,75,0.1,0.0,34
2026-04-03 16:22:00,32.1,75,0.1,0.0,34
2026-04-03 16:23:00,32.1,76,1.3,0.0,35
2026-04-03 16:23:00,32.1,76,1.3,0.0,35
2026-04-03 16:24:00,32.1,76,1.3,0.0,35
2026-04-03 16:24:00,32.1,76,1.3,0.0,35
2026-04-03 16:25:00,32.1,76,0.4,0.0,35
2026-04-03 16:25:00,32.1,76,0.4,0.0,35
2026-04-03 16:26:00,32.0,76,2.2,0.0,35
2026-04-03 16:26:00,32.0,76,2.2,0.0,35
2026-04-03 16:27:00,31.9,76,0.9,0.0,35
2026-04-03 16:27:00,31.9,76,0.9,0.0,35
2026-04-03 16:28:00,31.9,77,0.1,0.0,35
2026-04-03 16:28:00,31.9,77,0.1,0.0,35
2026-04-03 16:29:00,31.9,77,1.8,0.0,42
2026-04-03 16:29:00,31.9,77,1.8,0.0,42
2026-04-03 16:30:00,31.8,77,0.1,0.0,42
2026-04-03 16:30:00,31.8,77,0.1,0.0,42
2026-04-03 16:31:00,31.8,77,0.1,0.0,42
2026-04-03 16:31:00,31.8,77,0.1,0.0,42
2026-04-03 16:32:00,31.8,77,0.1,0.0,51
2026-04-03 16:32:00,31.8,77,0.1,0.0,51
2026-04-03 16:33:00,31.8,77,1.8,0.0,51
2026-04-03 16:33:00,31.8,77,1.8,0.0,51
2026-04-03 16:34:00,31.8,77,4.0,0.0,51
2026-04-03 16:34:00,31.8,77,4.0,0.0,51
2026-04-03 16:35:00,31.7,77,1.8,0.0,61
2026-04-03 16:35:00,31.7,77,1.8,0.0,61
2026-04-03 16:36:00,31.7,77,2.7,0.0,62
2026-04-03 16:36:00,31.7,77,2.7,0.0,62
2026-04-03 16:37:00,31.6,77,3.6,0.0,62
2026-04-03 16:37:00,31.6,77,3.6,0.0,62
2026-04-03 16:38:00,31.6,77,2.2,0.0,58
2026-04-03 16:38:00,31.6,77,2.2,0.0,58
2026-04-03 16:39:00,31.6,78,1.3,0.0,58
2026-04-03 16:39:00,31.6,78,1.3,0.0,58
2026-04-03 16:40:00,31.6,78,3.1,0.0,53
2026-04-03 16:40:00,31.6,78,3.1,0.0,53
2026-04-03 16:41:00,31.6,78,2.2,0.0,49
2026-04-03 16:41:00,31.6,78,2.2,0.0,49
2026-04-03 16:42:00,31.6,78,2.2,0.0,40
2026-04-03 16:42:00,31.6,78,2.2,0.0,40
2026-04-03 16:43:00,31.6,78,1.8,0.0,37
2026-04-03 16:43:00,31.6,78,1.8,0.0,37
2026-04-03 16:44:00,31.5,78,0.1,0.0,37
2026-04-03 16:44:00,31.5,78,0.1,0.0,37
2026-04-03 16:45:00,31.5,78,3.1,0.0,33
2026-04-03 16:45:00,31.5,78,3.1,0.0,33
2026-04-03 16:46:00,31.5,78,2.2,0.0,33
2026-04-03 16:46:00,31.5,78,2.2,0.0,33
2026-04-03 16:47:00,31.5,78,1.8,0.0,33
2026-04-03 16:47:00,31.5,78,1.8,0.0,33
2026-04-03 16:48:00,31.4,79,3.6,0.0,32
2026-04-03 16:48:00,31.4,79,3.6,0.0,32
2026-04-03 16:49:00,31.4,79,2.7,0.0,29
2026-04-03 16:49:00,31.4,79,2.7,0.0,29
2026-04-03 16:50:00,31.4,79,0.9,0.0,28
2026-04-03 16:50:00,31.4,79,0.9,0.0,28
2026-04-03 16:51:00,31.4,79,0.9,0.0,28
2026-04-03 16:51:00,31.4,79,0.9,0.0,28
2026-04-03 16:52:00,31.4,79,2.2,0.0,28
2026-04-03 16:52:00,31.4,79,2.2,0.0,28
2026-04-03 16:53:00,31.3,79,1.8,0.0,28
2026-04-03 16:53:00,31.3,79,1.8,0.0,28
2026-04-03 16:54:00,31.3,79,1.8,0.0,28
2026-04-03 16:54:00,31.3,79,1.8,0.0,28
2026-04-03 16:55:00,31.3,79,2.7,0.0,28
2026-04-03 16:55:00,31.3,79,2.7,0.0,28
2026-04-03 16:56:00,31.3,79,2.7,0.0,23
2026-04-03 16:56:00,31.3,79,2.7,0.0,23
2026-04-03 16:57:00,31.3,79,4.0,0.0,19
2026-04-03 16:57:00,31.3,79,4.0,0.0,19
2026-04-03 16:58:00,31.2,80,3.1,0.0,19
2026-04-03 16:58:00,31.2,80,3.1,0.0,19
2026-04-03 16:59:00,31.2,80,3.1,0.0,18
2026-04-03 16:59:00,31.2,80,3.1,0.0,18
2026-04-03 17:00:00,31.2,80,3.6,0.0,16
2026-04-03 17:00:00,31.2,80,3.6,0.0,16
2026-04-03 17:01:00,31.2,80,3.1,0.0,16
2026-04-03 17:01:00,31.2,80,3.1,0.0,16
2026-04-03 17:02:00,31.1,80,5.4,0.0,16
2026-04-03 17:02:00,31.1,80,5.4,0.0,16
2026-04-03 17:03:00,31.1,80,5.4,0.0,17
2026-04-03 17:03:00,31.1,80,5.4,0.0,17
2026-04-03 17:04:00,31.1,80,2.2,0.0,18
2026-04-03 17:04:00,31.1,80,2.2,0.0,18
2026-04-03 17:05:00,31.1,80,2.2,0.0,19
2026-04-03 17:05:00,31.1,80,2.2,0.0,19
2026-04-03 17:06:00,31.1,80,2.7,0.0,19
2026-04-03 17:06:00,31.1,80,2.7,0.0,19
2026-04-03 17:07:00,31.0,80,3.6,0.0,19
2026-04-03 17:07:00,31.0,80,3.6,0.0,19
2026-04-03 17:08:00,31.0,81,3.1,0.0,19
2026-04-03 17:08:00,31.0,81,3.1,0.0,19
2026-04-03 17:09:00,31.0,81,3.1,0.0,19
2026-04-03 17:09:00,31.0,81,3.1,0.0,19
2026-04-03 17:10:00,30.9,81,4.9,0.0,19
2026-04-03 17:10:00,30.9,81,4.9,0.0,19
2026-04-03 17:11:00,30.9,81,5.4,0.0,18
2026-04-03 17:11:00,30.9,81,5.4,0.0,18
2026-04-03 17:12:00,30.9,81,3.6,0.0,16
2026-04-03 17:12:00,30.9,81,3.6,0.0,16
2026-04-03 17:13:00,30.9,81,1.8,0.0,16
2026-04-03 17:13:00,30.9,81,1.8,0.0,16
2026-04-03 17:14:00,30.9,81,2.7,0.0,12
2026-04-03 17:14:00,30.9,81,2.7,0.0,12
2026-04-03 17:15:00,30.8,81,3.1,0.0,11
2026-04-03 17:15:00,30.8,81,3.1,0.0,11
2026-04-03 17:16:00,30.9,81,2.2,0.0,11
2026-04-03 17:16:00,30.9,81,2.2,0.0,11
2026-04-03 17:17:00,30.8,81,2.7,0.0,9
2026-04-03 17:17:00,30.8,81,2.7,0.0,9
2026-04-03 17:18:00,30.8,81,4.0,0.0,7
2026-04-03 17:18:00,30.8,81,4.0,0.0,7
2026-04-03 17:19:00,30.8,81,3.6,0.0,7
2026-04-03 17:19:00,30.8,81,3.6,0.0,7
2026-04-03 17:20:00,30.8,81,2.2,0.0,7
2026-04-03 17:20:00,30.8,81,2.2,0.0,7
2026-04-03 17:21:00,30.8,82,0.9,0.0,7
2026-04-03 17:21:00,30.8,82,0.9,0.0,7
2026-04-03 17:22:00,30.8,82,2.2,0.0,7
2026-04-03 17:22:00,30.8,82,2.2,0.0,7
2026-04-03 17:23:00,30.7,82,3.6,0.0,7
2026-04-03 17:23:00,30.7,82,3.6,0.0,7
2026-04-03 17:24:00,30.7,82,4.0,0.0,9
2026-04-03 17:24:00,30.7,82,4.0,0.0,9
2026-04-03 17:25:00,30.7,82,4.9,0.0,7
2026-04-03 17:25:00,30.7,82,4.9,0.0,7
2026-04-03 17:26:00,30.7,82,4.9,0.0,7
2026-04-03 17:26:00,30.7,82,4.9,0.0,7
2026-04-03 17:27:00,30.7,82,2.7,0.0,5
2026-04-03 17:27:00,30.7,82,2.7,0.0,5
2026-04-03 17:28:00,30.7,82,3.1,0.0,5
2026-04-03 17:28:00,30.7,82,3.1,0.0,5
2026-04-03 17:29:00,30.7,82,4.5,0.0,5
2026-04-03 17:29:00,30.7,82,4.5,0.0,5
2026-04-03 17:30:00,30.6,82,4.9,0.0,5
2026-04-03 17:30:00,30.6,82,4.9,0.0,5
2026-04-03 17:31:00,30.6,82,4.5,0.0,0
2026-04-03 17:31:00,30.6,82,4.5,0.0,0
2026-04-03 17:32:00,30.6,82,4.0,0.0,0
2026-04-03 17:32:00,30.6,82,4.0,0.0,0
2026-04-03 17:33:00,30.6,82,4.5,0.0,0
2026-04-03 17:33:00,30.6,82,4.5,0.0,0
2026-04-03 17:34:00,30.5,82,5.4,0.0,0
2026-04-03 17:34:00,30.5,82,5.4,0.0,0
2026-04-03 17:35:00,30.5,82,5.8,0.0,0
2026-04-03 17:35:00,30.5,82,5.8,0.0,0
2026-04-03 17:36:00,30.4,82,4.9,0.0,0
2026-04-03 17:36:00,30.4,82,4.9,0.0,0
2026-04-03 17:37:00,30.5,82,4.9,0.0,0
2026-04-03 17:37:00,30.5,82,4.9,0.0,0
2026-04-03 17:38:00,30.4,82,4.5,0.0,0
2026-04-03 17:38:00,30.4,82,4.5,0.0,0
2026-04-03 17:39:00,30.4,82,3.6,0.0,0
2026-04-03 17:39:00,30.4,82,3.6,0.0,0
2026-04-03 17:40:00,30.4,82,2.2,0.0,0
2026-04-03 17:40:00,30.4,82,2.2,0.0,0
2026-04-03 17:41:00,30.4,82,1.8,0.0,0
2026-04-03 17:41:00,30.4,82,1.8,0.0,0
2026-04-03 17:42:00,30.4,82,2.7,0.0,0
2026-04-03 17:42:00,30.4,82,2.7,0.0,0
2026-04-03 17:43:00,30.4,82,2.2,0.0,0
2026-04-03 17:43:00,30.4,82,2.2,0.0,0
2026-04-03 17:44:00,30.4,82,1.3,0.0,0
2026-04-03 17:44:00,30.4,82,1.3,0.0,0
2026-04-03 17:45:00,30.4,82,3.6,0.0,0
2026-04-03 17:45:00,30.4,82,3.6,0.0,0
2026-04-03 17:46:00,30.3,82,2.7,0.0,0
2026-04-03 17:46:00,30.3,82,2.7,0.0,0
2026-04-03 17:47:00,30.3,82,1.3,0.0,0
2026-04-03 17:47:00,30.3,82,1.3,0.0,0
2026-04-03 17:48:00,30.3,83,0.1,0.0,0
2026-04-03 17:48:00,30.3,83,0.1,0.0,0
2026-04-03 17:49:00,30.3,83,0.1,0.0,0
2026-04-03 17:49:00,30.3,83,0.1,0.0,0
2026-04-03 17:50:00,30.3,83,0.9,0.0,0
2026-04-03 17:50:00,30.3,83,0.9,0.0,0
2026-04-03 17:51:00,30.3,83,1.8,0.0,0
2026-04-03 17:51:00,30.3,83,1.8,0.0,0
2026-04-03 17:52:00,30.3,83,0.9,0.0,0
2026-04-03 17:52:00,30.3,83,0.9,0.0,0
2026-04-03 17:53:00,30.3,83,0.9,0.0,0
2026-04-03 17:53:00,30.3,83,0.9,0.0,0
2026-04-03 17:54:00,30.3,84,2.2,0.0,0
2026-04-03 17:54:00,30.3,84,2.2,0.0,0
2026-04-03 17:55:00,30.2,84,1.3,0.0,0
2026-04-03 17:55:00,30.2,84,1.3,0.0,0
2026-04-03 17:56:00,30.1,84,0.9,0.0,0
2026-04-03 17:56:00,30.1,84,0.9,0.0,0
2026-04-03 17:57:00,29.9,85,1.3,0.0,0
2026-04-03 17:57:00,29.9,85,1.3,0.0,0
2026-04-03 17:58:00,29.8,84,0.4,0.0,0
2026-04-03 17:58:00,29.8,84,0.4,0.0,0
2026-04-03 17:59:00,29.7,84,0.1,0.0,0
2026-04-03 17:59:00,29.7,84,0.1,0.0,0
2026-04-03 18:00:00,29.6,84,1.3,0.0,0
2026-04-03 18:00:00,29.6,84,1.3,0.0,0
2026-04-03 18:01:00,29.3,83,0.9,0.0,0
2026-04-03 18:01:00,29.3,83,0.9,0.0,0
2026-04-03 18:02:00,29.1,84,0.1,0.0,0
2026-04-03 18:02:00,29.1,84,0.1,0.0,0
2026-04-03 18:03:00,28.9,84,0.1,0.0,0
2026-04-03 18:03:00,28.9,84,0.1,0.0,0
2026-04-03 18:04:00,28.8,84,0.1,0.0,0
2026-04-03 18:04:00,28.8,84,0.1,0.0,0
2026-04-03 18:05:00,28.7,85,0.1,0.0,0
2026-04-03 18:05:00,28.7,85,0.1,0.0,0
2026-04-03 18:06:00,28.6,85,0.1,0.0,0
2026-04-03 18:06:00,28.6,85,0.1,0.0,0
2026-04-03 18:07:00,28.4,86,0.4,0.0,0
2026-04-03 18:07:00,28.4,86,0.4,0.0,0
2026-04-03 18:08:00,28.3,86,0.1,0.0,0
2026-04-03 18:08:00,28.3,86,0.1,0.0,0
2026-04-03 18:09:00,28.2,87,0.1,0.0,0
2026-04-03 18:09:00,28.2,87,0.1,0.0,0
2026-04-03 18:10:00,28.2,87,0.1,0.0,0
2026-04-03 18:10:00,28.2,87,0.1,0.0,0
2026-04-03 18:11:00,28.2,87,0.1,0.0,0
2026-04-03 18:11:00,28.2,87,0.1,0.0,0
2026-04-03 18:12:00,28.2,87,0.1,0.0,0
2026-04-03 18:12:00,28.2,87,0.1,0.0,0
2026-04-03 18:13:00,28.1,88,0.1,0.0,0
2026-04-03 18:13:00,28.1,88,0.1,0.0,0
2026-04-03 18:14:00,28.1,88,0.1,0.0,0
2026-04-03 18:14:00,28.1,88,0.1,0.0,0
2026-04-03 18:15:00,28.1,88,0.1,0.0,0
2026-04-03 18:15:00,28.1,88,0.1,0.0,0
2026-04-03 18:16:00,28.1,88,0.1,0.0,0
2026-04-03 18:16:00,28.1,88,0.1,0.0,0
2026-04-03 18:17:00,28.1,88,0.1,0.0,0
2026-04-03 18:17:00,28.1,88,0.1,0.0,0
2026-04-03 18:18:00,28.1,88,0.1,0.0,0
2026-04-03 18:18:00,28.1,88,0.1,0.0,0
2026-04-03 18:19:00,28.1,88,0.1,0.0,0
2026-04-03 18:19:00,28.1,88,0.1,0.0,0
2026-04-03 18:20:00,28.1,88,0.1,0.0,0
2026-04-03 18:20:00,28.1,88,0.1,0.0,0
2026-04-03 18:21:00,28.0,88,0.1,0.0,0
2026-04-03 18:21:00,28.0,88,0.1,0.0,0
2026-04-03 18:22:00,27.9,88,0.1,0.0,0
2026-04-03 18:22:00,27.9,88,0.1,0.0,0
2026-04-03 18:23:00,28.0,89,0.1,0.0,0
2026-04-03 18:23:00,28.0,89,0.1,0.0,0
2026-04-03 18:24:00,27.9,89,0.4,0.0,0
2026-04-03 18:24:00,27.9,89,0.4,0.0,0
2026-04-03 18:25:00,27.9,89,0.1,0.0,0
2026-04-03 18:25:00,27.9,89,0.1,0.0,0
2026-04-03 18:26:00,27.8,89,0.1,0.0,0
2026-04-03 18:26:00,27.8,89,0.1,0.0,0
2026-04-03 18:27:00,27.7,89,0.4,0.0,0
2026-04-03 18:27:00,27.7,89,0.4,0.0,0
2026-04-03 18:28:00,27.7,90,0.1,0.0,0
2026-04-03 18:28:00,27.7,90,0.1,0.0,0
2026-04-03 18:29:00,27.6,90,0.1,0.2,0
2026-04-03 18:29:00,27.6,90,0.1,0.2,0
2026-04-03 18:30:00,27.5,91,0.1,0.0,0
2026-04-03 18:30:00,27.5,91,0.1,0.0,0
2026-04-03 18:31:00,27.5,91,0.1,0.0,0
2026-04-03 18:31:00,27.5,91,0.1,0.0,0
2026-04-03 18:32:00,27.4,91,0.1,0.0,0
2026-04-03 18:32:00,27.4,91,0.1,0.0,0
2026-04-03 18:33:00,27.4,91,0.1,0.0,0
2026-04-03 18:33:00,27.4,91,0.1,0.0,0
2026-04-03 18:34:00,27.3,91,0.1,0.0,0
2026-04-03 18:34:00,27.3,91,0.1,0.0,0
2026-04-03 18:35:00,27.3,92,0.1,0.0,0
2026-04-03 18:35:00,27.3,92,0.1,0.0,0
2026-04-03 18:36:00,27.3,92,0.1,0.0,0
2026-04-03 18:36:00,27.3,92,0.1,0.0,0
2026-04-03 18:37:00,27.3,92,0.1,0.0,0
2026-04-03 18:37:00,27.3,92,0.1,0.0,0
2026-04-03 18:38:00,27.2,92,0.1,0.0,0
2026-04-03 18:38:00,27.2,92,0.1,0.0,0
2026-04-03 18:39:00,27.2,92,0.1,0.0,0
2026-04-03 18:39:00,27.2,92,0.1,0.0,0
2026-04-03 18:40:00,27.2,93,0.1,0.0,0
2026-04-03 18:40:00,27.2,93,0.1,0.0,0
2026-04-03 18:41:00,27.2,93,0.1,0.0,0
2026-04-03 18:41:00,27.2,93,0.1,0.0,0
2026-04-03 18:42:00,27.2,93,0.1,0.0,0
2026-04-03 18:42:00,27.2,93,0.1,0.0,0
2026-04-03 18:43:00,27.2,93,0.1,0.0,0
2026-04-03 18:43:00,27.2,93,0.1,0.0,0
2026-04-03 18:44:00,27.2,94,0.1,0.0,0
2026-04-03 18:44:00,27.2,94,0.1,0.0,0
2026-04-03 18:45:00,27.2,94,0.1,0.0,0
2026-04-03 18:45:00,27.2,94,0.1,0.0,0
2026-04-03 18:46:00,27.2,94,0.4,0.0,0
2026-04-03 18:46:00,27.2,94,0.4,0.0,0
2026-04-03 18:47:00,27.2,94,0.4,0.0,0
2026-04-03 18:47:00,27.2,94,0.4,0.0,0
2026-04-03 18:48:00,27.2,94,0.1,0.0,0
2026-04-03 18:48:00,27.2,94,0.1,0.0,0
2026-04-03 18:49:00,27.2,94,0.1,0.0,0
2026-04-03 18:49:00,27.2,94,0.1,0.0,0
2026-04-03 18:50:00,27.2,94,0.1,0.0,0
2026-04-03 18:50:00,27.2,94,0.1,0.0,0
2026-04-03 18:51:00,27.2,94,0.9,0.0,0
2026-04-03 18:51:00,27.2,94,0.9,0.0,0
2026-04-03 18:52:00,27.2,94,0.1,0.2,0
2026-04-03 18:52:00,27.2,94,0.1,0.2,0
2026-04-03 18:53:00,27.3,95,2.2,0.2,0
2026-04-03 18:53:00,27.3,95,2.2,0.2,0
2026-04-03 18:54:00,27.2,95,3.6,0.6,0
2026-04-03 18:54:00,27.2,95,3.6,0.6,0
2026-04-03 18:55:00,27.2,95,2.7,0.8,0
2026-04-03 18:55:00,27.2,95,2.7,0.8,0
2026-04-03 18:56:00,27.1,95,0.1,0.8,0
2026-04-03 18:56:00,27.1,95,0.1,0.8,0
2026-04-03 18:57:00,27.1,95,0.1,0.6,0
2026-04-03 18:57:00,27.1,95,0.1,0.6,0
2026-04-03 18:58:00,27.1,95,0.1,0.4,0
